labels,text,emo_s,prob_emo_s,emotion_word,prob_max
disgust,Saw a real party leader. ,joy,"[0.031133579090237617, 0.015544917434453964, 0.02948937751352787, 0.4634406566619873, 0.776482105255127, 0.03967798501253128, 0.01525795366615057]",achievement,0.776482105255127
shame,Failed to recagnize a friend on the street. ,guilt,"[0.7660332322120667, 0.5486622452735901, 0.5722269415855408, 0.9128799438476562, 0.0064274962060153484, 0.7211471796035767, 0.7422685027122498]",culpability,0.9128799438476562
guilt,Forgot to collect post for a friend. ,guilt,"[0.8232042789459229, 0.27417752146720886, 0.5023838877677917, 0.9235188364982605, 0.013525816611945629, 0.8146986365318298, 0.6237133741378784]", responsibility,0.9235188364982605
joy,Being chosen to do your experiment with aphasia. ,joy,"[0.2714919447898865, 0.12412381917238235, 0.21063406765460968, 0.8074310421943665, 0.9698717594146729, 0.09814780205488205, 0.07849859446287155]",achievement,0.9698717594146729
fear,You may find out that I am stupid and not to let me do your experiment. ,fear,"[0.744202196598053, 0.8916661739349365, 0.9157624840736389, 0.8754271268844604, 0.040727704763412476, 0.5751237869262695, 0.9068553447723389]",fear,0.9157624840736389
anger,A classmate told me I must have bribed the class leader to let me go to your English lecture. ,guilt,"[0.7330076694488525, 0.7054440975189209, 0.39057445526123047, 0.8491917252540588, 0.056229978799819946, 0.3908354341983795, 0.7270054817199707]",misconduct,0.8491917252540588
sadness,I was not chosen for the All English class. ,sadness,"[0.6504433155059814, 0.5405720472335815, 0.3011385500431061, 0.5687709450721741, 0.04529736563563347, 0.7865409851074219, 0.4898497760295868]",sadness,0.7865409851074219
disgust,Saw my class leader acting like a God when he chose people to go to your English lectures. ,guilt,"[0.652594804763794, 0.774653434753418, 0.368146687746048, 0.8969276547431946, 0.19827374815940857, 0.272044837474823, 0.3574864864349365]",misconduct,0.8969276547431946
shame,Talking to friends about how old you are and we cannot be as successful as you at your age. ,joy,"[0.5891095995903015, 0.3523979187011719, 0.8165385723114014, 0.8130728006362915, 0.9816076755523682, 0.6099260449409485, 0.6879981756210327]",achievement,0.9816076755523682
guilt,Telling friends about your nickname. ,joy,"[0.21596112847328186, 0.07750657200813293, 0.08769087493419647, 0.533683180809021, 0.61286461353302, 0.03160775080323219, 0.10650563985109329]",pleasure,0.61286461353302
joy,I got better marks in the examn than many arrogant people. ,joy,"[0.4910544157028198, 0.48373791575431824, 0.1598052680492401, 0.4616483747959137, 0.9310590028762817, 0.11219168454408646, 0.1663392186164856]",achievement,0.9310590028762817
fear,Before the examn. ,fear,"[0.4811995327472687, 0.42557114362716675, 0.8796406984329224, 0.5555784106254578, 0.4504067003726959, 0.4110582172870636, 0.28477030992507935]",anxiety,0.8796406984329224
anger,Insulted by some stupid people. ,anger,"[0.9898887276649475, 0.9875141978263855, 0.6488590836524963, 0.893974781036377, 0.005969998426735401, 0.9097888469696045, 0.9868847131729126]",irritation,0.9898887276649475
sadness,Lost a friend. ,sadness,"[0.835042417049408, 0.911758542060852, 0.7490007877349854, 0.9724536538124084, 0.006143950391560793, 0.98504239320755, 0.8455778360366821]",grief,0.98504239320755
disgust,Hear people talking at my back. ,shame,"[0.7979373931884766, 0.7952437400817871, 0.692398190498352, 0.8279327750205994, 0.025615861639380455, 0.6439653038978577, 0.9233794808387756]",discredit,0.9233794808387756
shame,Saw something stupid and ignorant happening in the countryside. ,guilt,"[0.8954249620437622, 0.9479245543479919, 0.4822511374950409, 0.9723639488220215, 0.018868841230869293, 0.6604679822921753, 0.8613272905349731]",blameworthy,0.9723639488220215
fear,I was very scared when I went to the examination hall for my M. Sc examination as I had studied a limited partion of the course thoroughly and I was in great doubt whether that would be asked. ,fear,"[0.4390873312950134, 0.8523069024085999, 0.9904218912124634, 0.8055124878883362, 0.25305160880088806, 0.6818616986274719, 0.6919186115264893]",anxiety,0.9904218912124634
anger,I was most angry when India lost the Triangular Cricket trophy held in Australia. I was so angry that I fought (orally) with my friend. ,anger,"[0.9747645258903503, 0.7890486121177673, 0.377300500869751, 0.7561141848564148, 0.17823846638202667, 0.8400442600250244, 0.5264987349510193]",fury,0.9747645258903503
sadness,"I was very sad when I got the XIIth standard results, when I got low marks as compared to my friend and I could not get admission to courses like medicine. ",sadness,"[0.7936558127403259, 0.8404768109321594, 0.6382001638412476, 0.9689037799835205, 0.015562044456601143, 0.9958961009979248, 0.8859584331512451]",unhappy,0.9958961009979248
disgust,"I was disgusted at myself when I dropped a vital catch, while playing a cricket match, and we lost the match though the catch was difficult. ",disgust,"[0.9903884530067444, 0.9964063763618469, 0.943401038646698, 0.9885061979293823, 0.002766466699540615, 0.9939066767692566, 0.9876430034637451]",revulsion,0.9964063763618469
shame,"There is one thing which makes me feel shameful, when I see friends of my age group working and earning a lot, when I am still studying. A friend I met a week ago after a period of years is earning more than Rs / month. ",shame,"[0.8387524485588074, 0.9823435544967651, 0.7318756580352783, 0.9733321666717529, 0.04525069519877434, 0.7897211909294128, 0.9854856729507446]",embarrassment,0.9854856729507446
guilt,"I felt guilty when I read an advertisement for a job as a chemist in the newspaper and when my friend asked me if I had applied for that job, I told him that I had not even seen the paper of that day. ",guilt,"[0.4896858334541321, 0.9771199226379395, 0.8637519478797913, 0.9877514839172363, 0.004430003464221954, 0.9068117141723633, 0.972826361656189]",guilt,0.9877514839172363
joy,"When I got my first unknown compound while doing my M. Sc research, I was very happy. This is because my research was based on this type of reactions and compounds. ",joy,"[0.0879548043012619, 0.06382378935813904, 0.022835632786154747, 0.796423077583313, 0.9768735766410828, 0.031048443168401718, 0.7962432503700256]",happy,0.9768735766410828
fear,I was very scared at the time of the Ty. B. Sc examination as I had decided to get st class results. I was afraid thinking of how the papers would be. ,fear,"[0.9153198599815369, 0.9570045471191406, 0.9939711689949036, 0.9557139277458191, 0.7436045408248901, 0.9409499168395996, 0.8920948505401611]",fear,0.9939711689949036
anger,"When my neighbours accused my brother of stealing their rose-bush, I was very angry as he had not touched it at all. ",disgust,"[0.9805019497871399, 0.9822192192077637, 0.5829266905784607, 0.687360405921936, 0.09645717591047287, 0.9324576258659363, 0.7103896141052246]",repugnance,0.9822192192077637
sadness,"When I heard that my girlfriend was getting married to another person, I felt very sad. That day I did not eat anything and kept thinking of her all day long. ",sadness,"[0.38586366176605225, 0.7695009708404541, 0.5728915333747864, 0.8209613561630249, 0.03441045060753822, 0.9880474805831909, 0.6125960946083069]",unhappy,0.9880474805831909
shame,"When I had insulted my father two years back, at that time I was very angry due to some reasons. ",anger,"[0.9738842248916626, 0.8319874405860901, 0.31612423062324524, 0.8307143449783325, 0.4544250965118408, 0.6982990503311157, 0.7407240271568298]",irritation,0.9738842248916626
guilt,"I felt very guilty when I tried to teach swimming to my younger brother, as I myself could not swim very well and my brother had started sinking to the bottom, however my elder brother saved him. ",guilt,"[0.5537682175636292, 0.9445534944534302, 0.8382195830345154, 0.9935130476951599, 0.12247337400913239, 0.9079404473304749, 0.91798996925354]",guilt,0.9935130476951599
joy,"This happened a year when I was having a hard time, I got admission to do research despite obstacles in the procedure of admission. ",joy,"[0.7040823698043823, 0.6839079856872559, 0.6719939112663269, 0.6835142970085144, 0.8981592655181885, 0.6280661225318909, 0.3293534815311432]",achievement,0.8981592655181885
fear,It was the time when I was in no position to secure a Ist class in the M. Sc exam and this was likely to affect my career. ,fear,"[0.884368896484375, 0.6807096004486084, 0.9025808572769165, 0.8482943177223206, 0.12415316700935364, 0.8486815690994263, 0.6314531564712524]",fear,0.9025808572769165
anger,I missed an opportunity to go abroad because of some silly mistakes for which I had to suffer a lot. ,guilt,"[0.9449669718742371, 0.8951641321182251, 0.7398514747619629, 0.9713592529296875, 0.017156442627310753, 0.9629310965538025, 0.8884848952293396]",culpability,0.9713592529296875
sadness,"It was at the time of my M. Sc exam, when I was not in a position to take the exam after having studied seriously. ",sadness,"[0.5574492812156677, 0.4086637794971466, 0.5132563710212708, 0.48849451541900635, 0.16153568029403687, 0.5882455706596375, 0.22585618495941162]",sadness,0.5882455706596375
disgust,"When I opted for my research field, for them the percentage of marks was more important than my knowledge. ",joy,"[0.6019558906555176, 0.29157012701034546, 0.2800399661064148, 0.50540691614151, 0.6442195177078247, 0.47076451778411865, 0.26076745986938477]",achievement,0.6442195177078247
shame,When I was not in a position to control myself. I had said too much and had been cruel with no other than my mother. ,guilt,"[0.8966729640960693, 0.8340510725975037, 0.7465029954910278, 0.9729991555213928, 0.09857560694217682, 0.6617403030395508, 0.7140939831733704]",misconduct,0.9729991555213928
guilt,"Two days after the above incident, I was thinking about my morally shameful act and I felt sorry for that incident, but it was too late, however I did realize this. ",sadness,"[0.6624389886856079, 0.9685543775558472, 0.6282578110694885, 0.9704707264900208, 0.10148590058088303, 0.9833371043205261, 0.9499801993370056]",sorrow,0.9833371043205261
joy,When I got the first compound through column. ,joy,"[0.17662104964256287, 0.14273355901241302, 0.3003082573413849, 0.34648552536964417, 0.986615002155304, 0.10183535516262054, 0.06234585866332054]",achievement,0.986615002155304
fear,When I did not get the compound which is known. ,sadness,"[0.6929154992103577, 0.5515313148498535, 0.4395480155944824, 0.7274975180625916, 0.03464509919285774, 0.7891749739646912, 0.6388368606567383]",sadness,0.7891749739646912
anger,When I got low marks in B. Sc final. ,disgust,"[0.8523980975151062, 0.8764976859092712, 0.6647587418556213, 0.7014835476875305, 0.013435596600174904, 0.8151412606239319, 0.7688766717910767]",repugnance,0.8764976859092712
sadness,When my first love was not successful. ,sadness,"[0.8391231894493103, 0.877532422542572, 0.6014583110809326, 0.8965639472007751, 0.03737727925181389, 0.9412432312965393, 0.7031475305557251]",sadness,0.9412432312965393
disgust,[ When mix was coming from column for several days. ] ,anger,"[0.719611406326294, 0.4484221339225769, 0.5655372738838196, 0.6562126278877258, 0.15180698037147522, 0.3494236469268799, 0.26590660214424133]",irritation,0.719611406326294
shame,When I had been angry at my friend without any reason. ,anger,"[0.9748604893684387, 0.9376766085624695, 0.3499702215194702, 0.8714699149131775, 0.06048262119293213, 0.7728564143180847, 0.5147219896316528]",fury,0.9748604893684387
guilt,When I forced a close friend of mine to ask a girl things about herself. ,guilt,"[0.3891501724720001, 0.44136425852775574, 0.4007757008075714, 0.7297674417495728, 0.4738723039627075, 0.21658189594745636, 0.16464118659496307]", responsibility,0.7297674417495728
joy,"It was about a fortnight ago, I was declared successful in the U. G. C exam this year (only four in Bombay succeeded). My joy knew no bounds. ",joy,"[0.0017831193981692195, 0.0030729484278708696, 0.005763961933553219, 0.41776302456855774, 0.992595374584198, 0.0008074978250078857, 0.16915298998355865]",happy,0.992595374584198
fear,"When I was a kid, I always opened the door to greet my father when he came back from work. One day it so happened that his hair was scattered due to over-crowding in the train, and when I opened the door as usual I saw something else. I was so scared that I could not talk. ",fear,"[0.31690558791160583, 0.9108262062072754, 0.973717451095581, 0.6074146032333374, 0.13989777863025665, 0.6515356302261353, 0.43769195675849915]",fear,0.973717451095581
