labels,text,feels_s,prob_feels_s,emotion_word,prob_max
shame,When I was in F I led my class to a riot. However the form master said that my conduct was good and asked me to tell him the names of those who had taken part in it. I replied that I did not know. ,guilt,"[0.9514898061752319, 0.9404795169830322, 0.925851583480835, 0.9686967730522156, 0.40159356594085693, 0.8566371202468872, 0.9373172521591187]",culpable,0.9686967730522156
guilt,I promised to join a meeting but did not turn up as I did not want to do the work. ,guilt,"[0.94361412525177, 0.9685995578765869, 0.9625819325447083, 0.9739497900009155, 0.031569380313158035, 0.894952654838562, 0.9076504707336426]",culpable,0.9739497900009155
joy,[ When my performance (homework or other work) is better than others. ] ,joy,"[0.08140898495912552, 0.016456369310617447, 0.048363395035266876, 0.9000962376594543, 0.9933290481567383, 0.025197627022862434, 0.023492923006415367]",accomplished,0.9933290481567383
fear,I found a problem in homework which would not get solved although I tried my best. ,anger,"[0.9844098091125488, 0.7765672206878662, 0.7573975324630737, 0.944889485836029, 0.2133173942565918, 0.8897371292114258, 0.7900216579437256]",annoyed,0.9844098091125488
anger,"I had a date with my girlfriend, the time and place had not been fixed. I asked her to phone me an hour later as it was midnight and I did not want to disturb her family. I waited several hours for her call, she did not call me that night. ",anger,"[0.9711036682128906, 0.6963207125663757, 0.9439429044723511, 0.9440561532974243, 0.15482749044895172, 0.920914888381958, 0.8945087194442749]",annoyed,0.9711036682128906
sadness,When I found that my ability to do ordinary work was worse than my fellow mates. ,guilt,"[0.9838445782661438, 0.9879257678985596, 0.9771373867988586, 0.9881084561347961, 0.10286298394203186, 0.9867575168609619, 0.9846142530441284]",regretful,0.9881084561347961
disgust,I made friends with a classmate whose behaviour I did not like - he tried to flatter other people and did not respect me. ,anger,"[0.9922677874565125, 0.9538438320159912, 0.5070553421974182, 0.9799980521202087, 0.24669428169727325, 0.8948975205421448, 0.9304208159446716]",annoyed,0.9922677874565125
shame,My guilty behaviour was found out by others. ,guilt,"[0.9723947048187256, 0.9963253140449524, 0.9390173554420471, 0.997962474822998, 0.1263291984796524, 0.9876527786254883, 0.9939903020858765]",culpable,0.997962474822998
guilt,When my behaviour was immoral - thinking about sex. ,disgust,"[0.8573712706565857, 0.9836978316307068, 0.6682776212692261, 0.983239471912384, 0.16901743412017822, 0.812739908695221, 0.9522405862808228]",repugnance,0.9836978316307068
joy,"During my Summer vacations I planned a carnival for the community youth center with a few other volunteers. I was the head of the organizors and we spent over a month planning it. During this period we got to know and understood each other. We discovered each others potential and we planned many interesting things for the carnival. The day of the carnival everything was bright, the programmes went well and the attendants enjoyed it. I felt extremely excited about it. ",joy,"[0.1851661652326584, 0.07987907528877258, 0.19943812489509583, 0.9863345623016357, 0.9952581524848938, 0.06750220060348511, 0.6014795899391174]",pleasure,0.9952581524848938
anger,I was a prefect at secondary school. On the sports day I told others that I would take down the names of the people who misbehaved and after some time I sat down for a brief rest. Suddenly the head prefect came and scolded me in front of others. I was very angry as there were other prefects sitting and he picked on me. I thought that a brief rest was not serious enough to be blamed. ,anger,"[0.9956056475639343, 0.9848363995552063, 0.8947378993034363, 0.9906992316246033, 0.5693098306655884, 0.9935636520385742, 0.9800382256507874]",annoyed,0.9956056475639343
disgust,"I had joined a youth group that observed the affairs of our community and so I had many opportunities to contact the government and the committee members of the district board (a local executive structure). We always tried to consult and discuss with them, but we found that such people did not understand community affairs and they even dampened our enthusiasm in local affairs. I did not understand why they had decided to work as community leaders. ",anger,"[0.9872651100158691, 0.9821407794952393, 0.8669775128364563, 0.9313640594482422, 0.30643659830093384, 0.9851377010345459, 0.9747123122215271]",irritated,0.9872651100158691
shame,One day I was the leader of the weekly meeting of the Church fellowship. That day I had been preparing for the exams and did not estimate the time to travel to the church right and I was twenty minutes late. As I had not prepared well I led the meeting badly. I was ashamed of myself. ,shame,"[0.9838199615478516, 0.9981966614723206, 0.9884131550788879, 0.9980813264846802, 0.002843253081664443, 0.9956749081611633, 0.998389482498169]",embarrassed,0.998389482498169
guilt,I borrowed my classmate's notebook one week before the examination and I promised to give it back to her in two days time. I was very busy at that time and forgot many things as I was not very often at home she could not contact me. When I started my revision I realized that her notebook had been on my desk for five days. I contacted her immediately and gave it back to her. Though she did not say anything I felt very guilty. ,guilt,"[0.5416820645332336, 0.9929547905921936, 0.9608243703842163, 0.9966583251953125, 0.007635168731212616, 0.9799052476882935, 0.9900842905044556]",culpable,0.9966583251953125
joy,"When high level results were declared, I found my candidature number. I was very happy as I had not expected it. As I had been injured before the examination and I had performed poorly. ",joy,"[0.0024327454157173634, 0.061747606843709946, 0.12717768549919128, 0.4233372211456299, 0.9974749684333801, 0.06791861355304718, 0.04973343387246132]",joyful,0.9974749684333801
fear,"Once, when I was ten, I could not remember why my mother was so angry. She fainted suddenly and I was very scared as I did not know what to do . ",fear,"[0.9889410138130188, 0.9463030099868774, 0.9959858059883118, 0.9476288557052612, 0.050559576600790024, 0.9780502915382385, 0.8428430557250977]",fear,0.9959858059883118
anger,When I got into a bus I found that my wallet had been stolen. It was not a great loss from the monetary point of view but I lost some documents - identity papers. As a result I had to spend several days in order to get a new one. I will always remember all the work I had to do and the bad treatment I suffered because of the bureaucratic behaviour of the civil servant. I had already had bad luck and they treated me like a criminal. At one point of time I really wanted to quarrel with them. ,sadness,"[0.9969307780265808, 0.9951403141021729, 0.983180582523346, 0.9890745282173157, 0.07499149441719055, 0.9969720840454102, 0.9922716617584229]",unhappy,0.9969720840454102
sadness,I quarrelled with my younger sister because I had said something against her boyfriend. Consequently she looked through me when she saw me as she thought that I was trying to separate them. She had misunderstood me. ,anger,"[0.9940675497055054, 0.9884079098701477, 0.9653695821762085, 0.9863259196281433, 0.5980488061904907, 0.9881880879402161, 0.9783775210380554]",irritated,0.9940675497055054
disgust,"A few days back, I walked on a heap of faeces while walking on the road. I got goose flesh because of this. ",disgust,"[0.9924343824386597, 0.9951954483985901, 0.9923570156097412, 0.9683125615119934, 0.1170499175786972, 0.9834833145141602, 0.9761155247688293]",revulsion,0.9951954483985901
shame,During the English lesson we were required to do a play. A few days after doing it the teacher asked us to do it again at a meeting and I forgot my part. ,guilt,"[0.9815612435340881, 0.9315310120582581, 0.9359571933746338, 0.989717960357666, 0.5590592622756958, 0.980778694152832, 0.9785271286964417]",regretful,0.989717960357666
guilt,"Once, my friend and I went to the Tai to cycle. My mother had told me not to go. Unfortunately I broke my pectoral girdle and had to go to hospital. When my mother came to see me I felt guilty as I had not listened to her and I had to soon sit for a public examination. ",guilt,"[0.5055866241455078, 0.9960222840309143, 0.9435223340988159, 0.9981491565704346, 0.005264579318463802, 0.9900692105293274, 0.9939642548561096]",regretful,0.9981491565704346
joy,"After attending a song contest proposed by a band called ""Chyne"" we ( of us) waited for the members of the band to greet us in front of the stage. We went out after a few minutes as it was time to close the hall. We had been waiting at the entrance hall for ten minutes when three of the band members came out. They were very excited to see us, one of them was so excited that he had tears in his eyes. We felt very warm and close to each other. They took us back into the hall and we talked freely. We were together for about an hour and during this time we felt that they were very sincere. ",joy,"[0.055358026176691055, 0.06253133714199066, 0.03770417720079422, 0.8550622463226318, 0.9492330551147461, 0.38582029938697815, 0.13462592661380768]",happy,0.9492330551147461
fear,At noon one Sunday I received a phone call telling me that my mother had been knocked down by a car at the street crossing and that her husband should go and see her. I could not believe this as my father and my mother had gone out together to buy lunch boxes. However I immediately ran to the scene of the accident. ,sadness,"[0.8981769680976868, 0.9192439913749695, 0.9821067452430725, 0.8953755497932434, 0.6129192113876343, 0.9910902976989746, 0.8116550445556641]",grieved,0.9910902976989746
anger,"The day the results of the Chinese university was announced I should have been very happy however my grandmother, because of her prejudice and misunderstanding, started a quarrel with my mother. She expected me to take her side and she deliberately talked of my mother's wrong doings. I was very angry because - one my grandmother was not being reasonable and two because it should have been a happy day and three we had moved into a new house that day. ",disgust,"[0.9893410801887512, 0.9949246644973755, 0.6945167779922485, 0.9606152176856995, 0.6204721331596375, 0.8125877976417542, 0.9075304269790649]",repugnance,0.9949246644973755
