labels,text,expr_s,prob_expr_s,emotion_word,prob_max
disgust,I was dancing Malipenga (traditional dance). I exaggerated the steps I was supposed to make in the negative way. This happened in front of spectators. It was bad for our Boma (group) because I was on the front line where ability is displayed and it is this ability that counts when choosing the winning side. ,guilt,"[0.9677971005439758, 0.9401304125785828, 0.7959314584732056, 0.9925811290740967, 0.034943532198667526, 0.9785374402999878, 0.9576502442359924]",blameworthy,0.9925811290740967
shame,News was spread that I had been found doing sexual intercourse with a small girl. At first this annoyed me but later on I became ashamed because many people seemed to believe it. ,shame,"[0.9966862797737122, 0.9929059743881226, 0.9767599701881409, 0.9955520033836365, 0.046912360936403275, 0.9948214292526245, 0.9971066117286682]",embarrassment,0.9971066117286682
guilt,"I argued with my father on matters concerning marriage. Traditionally speaking, I was not supposed to, so I felt guilty of violating my traditions which I must hold in esteem. ",guilt,"[0.9403673410415649, 0.9849377274513245, 0.990263819694519, 0.9977255463600159, 0.20580075681209564, 0.9901330471038818, 0.9963263869285583]",guilt,0.9977255463600159
joy,I passed my MCE Examination. at first I was worried but when I heard my name I had joy in my heart and I arranged for a trip to attend a wedding ceremony. ,joy,"[0.0007212008349597454, 0.0010995204793289304, 0.23608534038066864, 0.39918002486228943, 0.9970847964286804, 0.0006290267920121551, 0.0025949750561267138]",an achievement,0.9970847964286804
fear,I was studying in class at night. I was in Form II by then. There were rumours about an earthquake. That night dogs were chasing one another and passed through the window outside the classroom. Those who saw the dogs thought it was a lion and were terrified. Trying to run away the desks were dragged and there was a shaking movement. I thought it was an earthquake and jumped out of the window. ,fear,"[0.3119547367095947, 0.6923290491104126, 0.9666397571563721, 0.26701733469963074, 0.06880466639995575, 0.4297986626625061, 0.11641710251569748]",scare,0.9666397571563721
anger,Someone told a lie that I had stolen his money. ,guilt,"[0.9669933319091797, 0.968760073184967, 0.898357093334198, 0.9930883049964905, 0.012213758192956448, 0.9615746736526489, 0.9830378293991089]",blameworthy,0.9930883049964905
sadness,My Uncle was beaten by his troublesome son. He fell unconscious and gained consciousness after some time. That time I was at school this news reached me through someone. ,sadness,"[0.7794630527496338, 0.9102751612663269, 0.937150239944458, 0.897609531879425, 0.20396286249160767, 0.9720067977905273, 0.7666676640510559]",sadness,0.9720067977905273
disgust,"I felt disgust when I received visitors at an odd hour. I was seriously preparing for Examinations, so I did not appreciate their coming. ",sadness,"[0.998849630355835, 0.9987069368362427, 0.9914515614509583, 0.9841533303260803, 0.019157718867063522, 0.9988517761230469, 0.9909817576408386]",unhappiness,0.9988517761230469
shame,I answered a certain question from Dr. Maqgda wrongly. She asked something about Femur and my answer was saying something concerning the brain. So I was very ashamed amongst my friends. ,shame,"[0.8790500164031982, 0.9942876696586609, 0.9575160145759583, 0.9950783252716064, 0.02297828532755375, 0.9932122230529785, 0.9979664087295532]",embarrassment,0.9979664087295532
guilt,I wrote a bad letter to someone concerning our relationship which we created ourselves. ,guilt,"[0.9937771558761597, 0.9969978332519531, 0.8510328531265259, 0.9981856942176819, 0.001673927647061646, 0.9978062510490417, 0.9919971823692322]",blameworthy,0.9981856942176819
joy,I met a certain lady at Mchesi and I proposed a word of love to her and at the same time she accepted my proposal. ,joy,"[0.0027792644686996937, 0.0018233497394248843, 0.04670188948512077, 0.6725937724113464, 0.9857810139656067, 0.0062958840280771255, 0.0167000200599432]",an achievement,0.9857810139656067
fear,My father gave me money for school fees and I didn't pay school fees instead I spent it on beer and did not tell him about this. ,guilt,"[0.9703114032745361, 0.9788662791252136, 0.8130592703819275, 0.9973413348197937, 0.022750820964574814, 0.9824745059013367, 0.9914882183074951]",misconduct,0.9973413348197937
anger,There was a cup final match between Limbe Leaf Wanderers and Silver Strikers and someone promised to give me some money for admission fee to watch this game. Unfortunately he did not give me. ,sadness,"[0.975837767124176, 0.9647490978240967, 0.9378635287284851, 0.9911277294158936, 0.10255710035562515, 0.99769526720047, 0.9798864722251892]",unhappiness,0.99769526720047
sadness,I had received bad news informing me that grandmother and grandfather had passed away. The first one to die was my grandmother and after two days grandfather died too. ,sadness,"[0.8468825817108154, 0.9888868927955627, 0.9729808568954468, 0.9872044324874878, 0.0019566405098885298, 0.9968223571777344, 0.9400853514671326]",unhappiness,0.9968223571777344
disgust,"It happened that one of my best friends just took my shirt without my knowledge, I hadn't put it on for many days and I was short of clothes. ",guilt,"[0.911228597164154, 0.8819401264190674, 0.8587881326675415, 0.927528440952301, 0.08342073857784271, 0.9227962493896484, 0.8774628639221191]",misconduct,0.927528440952301
shame,"I had high-heeled shoes one time, but a certain girl who saw the shoes told me that they were out of fashion and I looked as an old man when I was in those shoes. ",anger,"[0.9533642530441284, 0.923606276512146, 0.6194124817848206, 0.9298651218414307, 0.2696104347705841, 0.9421050548553467, 0.9497773051261902]",irritation,0.9533642530441284
guilt,I happened to have met one of my teachers in town during working hours. The badness was I didn't ask for permission to go out and I was guilty-conscious. ,guilt,"[0.9419432878494263, 0.9869800806045532, 0.9882135391235352, 0.9947879314422607, 0.04300776496529579, 0.9863303899765015, 0.9918599724769592]",blameworthy,0.9947879314422607
joy,Passing a very difficult examination which I didn't expect - MCE. ,joy,"[0.8441190123558044, 0.30374929308891296, 0.9334273338317871, 0.6516966223716736, 0.9968840479850769, 0.6570664048194885, 0.1643330454826355]",an achievement,0.9968840479850769
fear,As we were going to Area a dog chased me. I was afraid it might bite me. ,fear,"[0.9258159399032593, 0.992108166217804, 0.9985791444778442, 0.7433744668960571, 0.11727995425462723, 0.9666066765785217, 0.6745179891586304]",fear,0.9985791444778442
anger,Brother took my money to use for his own purposes. ,guilt,"[0.9879137873649597, 0.9900307655334473, 0.8137043118476868, 0.9950689077377319, 0.07444445043802261, 0.9921665191650391, 0.9818442463874817]",misconduct,0.9950689077377319
sadness,"After hearing the news about the death of my sister, I felt very sad. ",sadness,"[0.0014125009765848517, 0.06718727201223373, 0.02564755082130432, 0.9926884174346924, 0.0027790069580078125, 0.9980370402336121, 0.09873666614294052]",unhappiness,0.9980370402336121
disgust,"After buying a ticket, I lost it before I reached my destination and the bus Inspector dropped me at a place I didn't know. ",sadness,"[0.9663537740707397, 0.916521430015564, 0.9348294734954834, 0.9698492288589478, 0.021548405289649963, 0.9773544669151306, 0.9220752120018005]",unhappiness,0.9773544669151306
shame,I was very much ashamed after a friend beat me at school and I was defeated. ,shame,"[0.7013947367668152, 0.9985159039497375, 0.9642747640609741, 0.9981422424316406, 0.0022806329652667046, 0.9980533123016357, 0.9990757703781128]",embarrassment,0.9990757703781128
guilt,I hit my cousin badly after she threw away my dresses in a pit-latrine that the little girl fainted. ,anger,"[0.9954456090927124, 0.9886744618415833, 0.8614895343780518, 0.9928540587425232, 0.8197579979896545, 0.9637475609779358, 0.6956512331962585]",anger,0.9954456090927124
joy,When I was selected to a University College of Nursing. ,joy,"[0.16761726140975952, 0.06760819256305695, 0.2429271936416626, 0.48920738697052, 0.9935203194618225, 0.07665462791919708, 0.053040750324726105]",an achievement,0.9935203194618225
fear,"When one of my relatives went out at night leaving me and my friend alone, I cheated my parents that she didn't go out, after they had heard that she was out, I was afraid that she might have beaten me. ",fear,"[0.9111782908439636, 0.9414529800415039, 0.9966250658035278, 0.99098140001297, 0.5434886813163757, 0.942988395690918, 0.9179885983467102]",fear,0.9966250658035278
anger,When someone took my writing materials yet I was to write Examinations in a few minutes. ,anger,"[0.9845638275146484, 0.9560105204582214, 0.9520450830459595, 0.9568344950675964, 0.022492023184895515, 0.9775736927986145, 0.9429779052734375]",annoyance,0.9845638275146484
sadness,When I failed my Standard Examination for the first time. ,sadness,"[0.9496491551399231, 0.9771653413772583, 0.8981394171714783, 0.9433841705322266, 0.02074652723968029, 0.9895888566970825, 0.9638765454292297]",unhappiness,0.9895888566970825
disgust,When a boy whom I refused to be my lover told all his friends that I was his girl he has refused me because I was not faithful to him. ,disgust,"[0.9159988760948181, 0.9734567999839783, 0.7226402759552002, 0.929374098777771, 0.3277328312397003, 0.9452465176582336, 0.8804394006729126]",repugnance,0.9734567999839783
shame,"When someone pointed out that I was proud, yet I didn't dress up properly. This was when I and my friend went for a dnce one Saturday. ",guilt,"[0.8647489547729492, 0.35239285230636597, 0.12223052978515625, 0.974983274936676, 0.8705223202705383, 0.1683003455400467, 0.8220921158790588]",blameworthy,0.974983274936676
guilt,After I had cheated my parents that I had lost my textbooks so they had to send me money. ,guilt,"[0.94503253698349, 0.9588719606399536, 0.6614892482757568, 0.9951432943344116, 0.021566037088632584, 0.9211686849594116, 0.986487090587616]",misconduct,0.9951432943344116
joy,I felt joy when I heard my name being called on the radio as one of the students who had passed the interview of Nursing and was selected to start Nursing. ,joy,"[0.0007020389311946929, 0.0009257852798327804, 0.0011520868865773082, 0.17054224014282227, 0.9985699653625488, 0.00046751470654271543, 0.0009392893989570439]",happiness,0.9985699653625488
fear,I felt fear when one night my aunt and Uncle left me alone at their house to look after the baby when they went to a party. ,fear,"[0.0738552138209343, 0.9925479292869568, 0.9984341263771057, 0.9824228286743164, 0.0029572811909019947, 0.9645352959632874, 0.22026200592517853]",scare,0.9984341263771057
anger,I felt angry at one time when I was chatting with friends and suddenly another friend joined us and started opposing any comment I added to our chatting. ,anger,"[0.9986180067062378, 0.9956477284431458, 0.12459198385477066, 0.9891626834869385, 0.007355418521910906, 0.9982112646102905, 0.2924928069114685]",irritation,0.9986180067062378
sadness,I felt sad when a thief stole all the clothes from my friend's cupboard at school (boarding). ,sadness,"[0.0026436587795615196, 0.8430048227310181, 0.02400064654648304, 0.9954143762588501, 0.0028446686919778585, 0.9987951517105103, 0.8604366183280945]",unhappiness,0.9987951517105103
disgust,I felt disgusted when I was not given money for lunch at school by my father as a punishment for beating my little brother. ,disgust,"[0.9983372688293457, 0.9984248876571655, 0.9935802221298218, 0.9878687262535095, 0.0060513811185956, 0.9983932375907898, 0.9970369338989258]",revulsion,0.9984248876571655
shame,I felt shame when I was asked by my cousin that I promised to buy her a birthday present but I didn't buy it for her in front of friends. ,shame,"[0.021096689626574516, 0.9970088601112366, 0.7826671600341797, 0.9965720176696777, 0.01117525901645422, 0.9891160130500793, 0.9985339641571045]",embarrassment,0.9985339641571045
guilt,I felt guilt when my friends were punished to slash grass at the gound because of making noise in class. I was in the group of noise-makers but I denied having done any noise. ,guilt,"[0.10934057086706161, 0.9839249849319458, 0.9476893544197083, 0.9967387318611145, 0.11384040117263794, 0.9886952042579651, 0.9857628345489502]",guilt,0.9967387318611145
