labels,text,prob_emotion,emotion
anger,Insulted by the class leader. ,"[0.9582294871409733, 0.9494800418615341, 0.6852133125066757, 0.580547106762727, 0.16247758214982846, 0.49541941471397877, 0.9899834146102269]",shame
sadness,Saying goodbye to a friend. ,"[0.1020053403141598, 0.46890152183671796, 0.6992929776509602, 0.6415642400582631, 0.5382020267037054, 0.9482906758785248, 0.355744314690431]",sadness
disgust,Saw a dead rat on the street. ,"[0.7673840075731277, 0.8984498232603073, 0.8622584442297618, 0.7313499674201012, 0.1290786632647117, 0.8201899429162343, 0.7186256647109985]",disgust
shame,Not doing well in the examn. ,"[0.8602331678072612, 0.8508829027414322, 0.9281418720881145, 0.8880862593650818, 0.022832956378503393, 0.912832535803318, 0.9559398392836254]",shame
guilt,Too busy to write letters to friends and they said I had forgotten about them. ,"[0.6213046883543332, 0.49232750572264194, 0.4693472565462192, 0.8877339313427608, 0.27535081437478465, 0.8125841667254765, 0.8561294823884964]",guilt
joy,Going to a concert. ,"[0.04920879192650318, 0.03172187219994763, 0.44385216602434713, 0.2388420831412077, 0.8986374338467915, 0.01897556109664341, 0.07433427893556654]",joy
fear,Got ill. ,"[0.0236043370484064, 0.7306811441667378, 0.2988275319027404, 0.20343395601958036, 0.03913802568179866, 0.07106100829939048, 0.0757924981104831]",disgust
anger,Tripped on a busy street. ,"[0.7553908576567967, 0.5638837516307831, 0.9234732389450073, 0.8430908421675365, 0.10810344410128891, 0.8099706508219242, 0.8570774892965953]",fear
sadness,A child beaten up by his mother. ,"[0.875758630534013, 0.859357347091039, 0.8883205850919087, 0.7477356580396493, 0.2953361773688812, 0.704703863710165, 0.8168001274267833]",fear
disgust,First anatomy lesson. ,"[0.0196210847934708, 0.25323266605846584, 0.23344095431578654, 0.017474888397070266, 0.10754334825711946, 0.00837130076251924, 0.05160066392272711]",disgust
shame,Failing an examn. ,"[0.8614697257677715, 0.844187043607235, 0.9333768139282863, 0.8824389378229778, 0.012713097647065297, 0.9001729115843773, 0.9668570260206859]",shame
guilt,Broken a friend's cup. ,"[0.9428601115942001, 0.93583249549071, 0.763540084163348, 0.9315323382616043, 0.23382320216236013, 0.9068737824757893, 0.9242886453866959]",anger
joy,Good dinner on the National Day. ,"[0.014233788902250428, 0.003335845346252124, 0.020081709381580975, 0.1157184838084504, 0.8574799249569576, 0.004062770613624403, 0.007196485549987605]",joy
fear,Saw a snake unexpectedly. ,"[0.7808018426100414, 0.849786897500356, 0.9550851583480835, 0.6141551633675892, 0.18607682245783508, 0.602505201784273, 0.7116376633445423]",fear
anger,Seeing this badly made questionnaire. ,"[0.7167793413003285, 0.8583084295193355, 0.5520788157979647, 0.5727385381857555, 0.0436770081675301, 0.6488341266910236, 0.8400479257106781]",disgust
sadness,You ignored the fact that we could not hear you at the back. ,"[0.7944825639327366, 0.6041907463222742, 0.578558161854744, 0.7730605478088062, 0.13554228376597166, 0.45666388173898065, 0.7598765765627224]",anger
disgust,Dead rat in the kitchen of the university. ,"[0.8043239464362462, 0.9104236563046773, 0.8227751602729161, 0.7336341763536136, 0.05414768517948687, 0.7614055536687374, 0.758110448718071]",disgust
shame,Failing an examn. ,"[0.8614697257677715, 0.844187043607235, 0.9333768139282863, 0.8824389378229778, 0.012713097647065297, 0.9001729115843773, 0.9668570260206859]",shame
guilt,"Did not pick up a water mellon skin, someone slipped on it. ","[0.41671349604924524, 0.4491063077002764, 0.4994787139197191, 0.8031033997734387, 0.09677954390645027, 0.41391967609524727, 0.6795424148440361]",guilt
joy,Watching the Asian Olympic game (China winning). ,"[0.5443455775578816, 0.522517648835977, 0.4458592012524605, 0.46904272337754566, 0.8333742618560791, 0.5331314348926147, 0.3321418588360151]",joy
fear,Someone frightened me in the dark. ,"[0.18651785515248775, 0.4895285471187284, 0.9956374218066533, 0.7281371255715687, 0.14423133378537992, 0.05239784034589926, 0.08575072418898344]",fear
anger,People having a football match outside the window during the lecture. ,"[0.5959067679941654, 0.49204360507428646, 0.4160046173880497, 0.3886926000316938, 0.5238248854875565, 0.10828261263668537, 0.5360781649748484]",anger
sadness,China can not even give you good sound systems for an open lecture. ,"[0.5644613727927208, 0.4877355434000492, 0.37606874356667197, 0.23498535652955374, 0.0877052959209929, 0.4008035846054554, 0.6523973196744919]",shame
disgust,People talking in an important lecture. ,"[0.21418118011206388, 0.11786286486312747, 0.43803040465960896, 0.3465676655371984, 0.5671586096286774, 0.10502826430213949, 0.06989727483596653]",joy
shame,Not being able to hand in homework in time. ,"[0.8351277559995651, 0.7303310011823971, 0.9132820914189022, 0.9042345037062962, 0.04532250094537934, 0.8502075436214607, 0.9048279921213787]",fear
guilt,Thinking about other things in a lecture. ,"[0.24126733529071012, 0.28810229028264683, 0.3681161142885685, 0.3923433994253477, 0.4085460137575865, 0.3761056065559387, 0.24797931065162024]",joy
joy,Got a big fish in fishing. ,"[0.045565058244392276, 0.03270560295398658, 0.021853316808119416, 0.15698238120724756, 0.9526630441347759, 0.0158109503875797, 0.008864848020796975]",joy
fear,Heard some ghost-like noise at night. ,"[0.3488966623942057, 0.39534159998099005, 0.9280364364385605, 0.3546787897745768, 0.2113405461423099, 0.42022230600317323, 0.14253937297811112]",fear
anger,A father helping his kid to fight other kids. ,"[0.8848074873288472, 0.5874727362145981, 0.5346112959086895, 0.7179225732882817, 0.6643481900294621, 0.10611201252322644, 0.163598012800018]",anger
sadness,A father of children killed in an accident. ,"[0.834792787830035, 0.7767226429035266, 0.9160353392362595, 0.8874220649401348, 0.46959894844136824, 0.9807077397902806, 0.7911916201313336]",sadness
disgust,When junior doctors returned to work after bunking them. ,"[0.6232136289278667, 0.5272714160382748, 0.5812241459886234, 0.703764299551646, 0.3860143572092056, 0.49689261366923654, 0.709898054599762]",shame
shame,When I was caught with someone's daughter. ,"[0.8420802553494771, 0.8596292287111282, 0.8844586610794067, 0.9309744189182918, 0.15965312051897249, 0.7395469124118488, 0.9253580818573635]",guilt
guilt,When the student union leaders were expelled from the university and we continued to study. ,"[0.7696489691734314, 0.682856726149718, 0.6189545542001724, 0.7143493096033733, 0.2886530937006076, 0.7530226682623227, 0.6948060989379883]",anger
joy,When my boyfriend and I made up. ,"[0.24576027691364288, 0.1635481152140225, 0.4189443103969097, 0.490196834007899, 0.7942680567502975, 0.6837656324108441, 0.1702134556447466]",joy
fear,When I was watching a movie in which there was a pit full of dangers and there was only a small safe place on which a man was standing he had to catch the lady who was thrown in or else ! The pit was feet deep. ,"[0.6841265112161636, 0.6602131302158039, 0.9373415013154347, 0.7769133100907009, 0.4381506538872297, 0.6377512235194445, 0.4765100826819738]",fear
anger,My mother and my sister carried on picking at me all day long for no reason at all and I ended up getting angry. ,"[0.8863680884242058, 0.29733451836121577, 0.20415958894106248, 0.2810939629562199, 0.3071973350209494, 0.015106928127352148, 0.13069630433650065]",anger
sadness,When my boyfriend almost had a relationship with a close friend of mine. ,"[0.8392354895671208, 0.7090080504616101, 0.8407484441995621, 0.8804713785648346, 0.2974799641718467, 0.8222425306836765, 0.8036922911802928]",guilt
disgust,When a classmate of ours knocked on our door at o'clock in the morning. I was disgusted at his behaviour. ,"[0.9707256903251011, 0.9863523244857788, 0.38112934069552773, 0.5735476773697883, 0.34354583894310053, 0.10746893426403403, 0.9442887951930363]",disgust
shame,I told a lie about someone to someone else and they found out and questioned me about it. ,"[0.8269530385732651, 0.7524254644910495, 0.853697548309962, 0.9525094081958134, 0.09680083316440384, 0.6360880521436532, 0.9330116609732311]",guilt
guilt,"I broke a cup and put it back without telling anyone about it and someone almost got blamed for it, then it was discovered that it was me who had broken it. ","[0.7384505495429039, 0.7270108337203662, 0.8040883243083954, 0.9298009475072224, 0.38037796070178354, 0.73634189615647, 0.9160558084646861]",guilt
joy,At church camp when I accepted Christ into my life and so did my friend. ,"[0.04613226337824017, 0.01879443763755262, 0.1769296401180327, 0.3985228861371676, 0.7628452777862549, 0.18367836725277206, 0.2264372430120905]",joy
shame,I was complaining about calling people whom I didn't know. I forgot that the purpose is to invite people for dinner and get to know them. ,"[0.77357384065787, 0.570190652894477, 0.3106850073672831, 0.5222076872984569, 0.018423898067946236, 0.17716684906433025, 0.3238625911374887]",anger
guilt,Whenever I see poverty and starvation. I live in an affluent society and am privileged to have many opportunities. ,"[0.48861155534783995, 0.5770332744965951, 0.35195357290407026, 0.46324215829372406, 0.08399291527166497, 0.6767048337496817, 0.48815758526325226]",sadness
joy,During the summer I received grade cards from my TA's. I expected a B no better in Computer Science. I looked at the card - I got an A - I was ecstatic. ,"[0.0018531223371004066, 0.028440358815714717, 0.16646633755105236, 0.2050535419936447, 0.9600215007861455, 0.00151214785000775, 0.07202304084300219]",joy
fear,English papers are due on Friday. They are returned on Tuesday. This Tuesday I was afraid to go to class and get my paper because I knew it was bad. ,"[0.6045072202881177, 0.8488863855600357, 0.9863564173380535, 0.9167310446500778, 0.2788894990226254, 0.7874193824827671, 0.8902440120776494]",fear
anger,"A friend of mine came to visit and stayed with my roommate and me. My roommate and she became good friends. After she left, he didn't talk too highly of her. ","[0.32215516517559684, 0.5068262511243423, 0.20982496820700666, 0.5352156013250351, 0.3314789993067582, 0.5121698069075743, 0.49627574533224106]",guilt
sadness,After receiving the grade on the paper mentioned in FEAR. ,"[0.01459969556890428, 0.3634649094116564, 0.9750885516405106, 0.18505139835178852, 0.01565067293510462, 0.07897128153126687, 0.08417060102025668]",fear
disgust,Seeing a person panhandling money on Telegraph. ,"[0.5153232179582119, 0.5848273982604344, 0.46850902711351716, 0.5322578524549801, 0.20918931881897151, 0.5044745852549871, 0.5078971311450005]",disgust
shame,After the car accident in GUILT. ,"[0.030061749663824834, 0.8425059591730435, 0.14973673690110445, 0.9754876444737117, 0.005957073425330843, 0.7460549391495686, 0.9075282613436382]",guilt
guilt,"The night of a high school dance, I went partying and collided with another car. Both cars were totalled people were injured but not seriously. ","[0.7127406448125839, 0.6044385010997455, 0.8133540203173955, 0.8267930795749028, 0.18869795510545373, 0.6809609699994326, 0.7315263052781422]",guilt
joy,When seeing a friend that I had not seen in a long while. ,"[0.012691650500831504, 0.01091081132957091, 0.3069102762577434, 0.27074148071308934, 0.8449360529581706, 0.1672224891760076, 0.13308361956539255]",joy
fear,Fear of doing well on a midterm. ,"[0.005888020192893842, 0.10207463797026625, 0.9406750599543254, 0.17601289064623415, 0.020348326084786095, 0.017062115327765547, 0.02005895359131197]",fear
anger,I felt anger at my roommate due to his habit of leaving dirty dishes in the sink and generally not cleaning after himself. ,"[0.9744043052196503, 0.6425990884502728, 0.009470560820773244, 0.28735322365537286, 0.2582782935060095, 0.01494750579392227, 0.1404280468511085]",anger
sadness,When my grandmother after staying with us for awhile went back home. ,"[0.656480352083842, 0.5559081962953011, 0.6848246827721596, 0.7663368036349614, 0.45812989585101604, 0.9190711230039597, 0.5677737072110176]",sadness
disgust,"I felt disgust as a result of one of my midterms - I thought I had prepared well for it, but the end result wasn't what I had expected. ","[0.39112839971979463, 0.9695440431435902, 0.2719221845424424, 0.16392814926803112, 0.0053932128818511655, 0.08916840318124741, 0.7652129847556353]",disgust
shame,I felt shame when I saw someone I knew and pretended not to see her. Later she saw me and said hi. ,"[0.0020345261679419004, 0.4491783474028731, 0.012104795964357134, 0.5749174604813259, 0.05210735135430392, 0.03705885581439361, 0.9800968617200851]",shame
guilt,In neglecting some work that had to be done around the house and telling my roommate I would get it done. ,"[0.5186771328250568, 0.5839338712394238, 0.4935349772373835, 0.9005156606435776, 0.15328327069679895, 0.5007685994108518, 0.7616462409496307]",guilt
joy,"Achieving my goal at a swim meet. I worked toward the goal for yrs. I was capable of achieving it, but I didn't know when. ","[0.15412181274344522, 0.0486318512315241, 0.5844815671443939, 0.2999030573604008, 0.9211006710926692, 0.04714674283362304, 0.09241437217375884]",joy
