labels,text,emotion,probs_synonyms
guilt,When my mother scolded me and I argued with her. ,sadness,"[0.8744834065437317, 0.9643646478652954, 0.8936685919761658, 0.8111987113952637, 0.8980967402458191, 0.7959341406822205]"
joy,When I passed the B. A exams with first class results. ,joy,"[0.9568893909454346, 0.9829104542732239, 0.9731361865997314, 0.891867995262146, 0.9689404964447021, 0.8961618542671204]"
fear,When I was coming back home alone at night. ,fear,"[0.947637677192688, 0.8365916013717651, 0.9351990222930908, 0.8536438345909119, 0.8670547604560852, 0.9395093321800232]"
anger,When I failed the M. S. C exams. ,shame,"[0.8352549076080322, 0.9064638614654541, 0.612419843673706, 0.8331424593925476, 0.7161931395530701, 0.9174157381057739]"
sadness,When my father was ill. ,sadness,"[0.9807310104370117, 0.9297842383384705, 0.9790244102478027, 0.9837439656257629, 0.8834163546562195, 0.8533081412315369]"
disgust,When my friend who is close to me got engaged and did not invite me. ,sadness,"[0.6598374843597412, 0.5172416567802429, 0.8221457600593567, 0.3453550934791565, 0.9061012268066406, 0.45854833722114563]"
shame,When I failed the M. S. C exam. ,shame,"[0.9231195449829102, 0.9409053921699524, 0.9205631613731384, 0.908669114112854, 0.938499927520752, 0.9454806447029114]"
guilt,When I fought with my friends. ,sadness,"[0.6820977926254272, 0.9440885186195374, 0.5826413631439209, 0.8109725117683411, 0.9419147372245789, 0.7510718703269958]"
joy,Last year I passed the B. A exams in Psychology in which I stood first in my class. Thus I got the first prize from the college. I was most happy to tell all this to my parents and friends. ,joy,"[0.9951140880584717, 0.9768527746200562, 0.9951102137565613, 0.9176098704338074, 0.9962828755378723, 0.9178064465522766]"
fear,"When I was years old, I fell severely ill and was bed-ridden for months. I felt very scared for my health and my studies. ",fear,"[0.993689775466919, 0.8126603960990906, 0.969073474407196, 0.9474645853042603, 0.9234318137168884, 0.9932274222373962]"
anger,"A few months ago when I was teaching, I suddenly became very angry at the children and slapped some of them. ",anger,"[0.9951533079147339, 0.021839074790477753, 0.9669745564460754, 0.9195705652236938, 0.9661874771118164, 0.21230903267860413]"
sadness,"My friend got married and went abroad, this made me feel sad and lonely. ",sadness,"[0.9975988268852234, 0.9955500364303589, 0.9862220883369446, 0.9968748092651367, 0.9853728413581848, 0.8531990051269531]"
disgust,"When a begggar approached me for money, I felt disgusted. ",sadness,"[0.9972422122955322, 0.9906320571899414, 0.7482909560203552, 0.963731586933136, 0.9952630996704102, 0.9942885637283325]"
shame,When I got / out of in Abnormal Psychology I felt ashamed. ,shame,"[0.9951232075691223, 0.9932358860969543, 0.9945805668830872, 0.9789001941680908, 0.9728074073791504, 0.9673571586608887]"
guilt,Once I lied to my parents and this made me feel very guilty. ,guilt,"[0.9981600642204285, 0.9883179068565369, 0.9851277470588684, 0.8743218779563904, 0.9502094984054565, 0.9845773577690125]"
joy,"When I got a first class in the twelveth standard exams, I was very surprised and happy and I had a very good time with my friends. ",joy,"[0.9957308173179626, 0.9747076630592346, 0.9923543930053711, 0.8248304128646851, 0.9978049397468567, 0.785130500793457]"
fear,"I had a very horrible dream one night, I dreamt that I had fallen off a very crowded train. ",fear,"[0.9762903451919556, 0.9962267875671387, 0.9342079162597656, 0.9825383424758911, 0.9843375086784363, 0.9791871309280396]"
anger,When I was at S. Y. Bajaj I wanted to get admission in another college and this was not easy and I felt angry. ,sadness,"[0.9963325262069702, 0.9630433917045593, 0.7140955924987793, 0.8148232698440552, 0.8165640830993652, 0.9879522919654846]"
sadness,"When my mother scolded me for something, very insignificant, without knowing the real cause of what had happened. ",shame,"[0.6892809271812439, 0.9345908761024475, 0.36139756441116333, 0.36759740114212036, 0.0545661598443985, 0.1633334904909134]"
disgust,"I feel disgusted at my cousin, who is bad-mannered, does not know how to behave and talk to others, he does not respect elders and lies all the time. ",sadness,"[0.9993060827255249, 0.9966976642608643, 0.920855700969696, 0.9902927875518799, 0.9978241920471191, 0.998528242111206]"
shame,One day in the TYBA class the teacher asked me a very simple question which I could not answer. Finally the teacher himself gave us the answer and my friends started laughing at me as I had not been able to answer a simple question. I knew the answer but feared that my response may be wrong. All this made me feel ashamed of myself. ,shame,"[0.9935861229896545, 0.9931427240371704, 0.994125485420227, 0.9660030007362366, 0.944391131401062, 0.9410972595214844]"
guilt,"When I was taking the th standard exam, my friend who was sitting behind me asked me for some answers. The teacher looked at us just then and scolded both of us. Everyone started looking at us and I felt very guilty. ",guilt,"[0.9967227578163147, 0.9895881414413452, 0.9832619428634644, 0.8961861729621887, 0.9405667185783386, 0.9854543209075928]"
joy,"After completing high-school, I wanted to go abroad for a holiday. I had never been abroad before and neither had I taken a holiday for a long time. When finally my parents agreed and we got the airplane tickets I was over joyed. ",joy,"[0.9934396147727966, 0.7800812721252441, 0.9926746487617493, 0.872086763381958, 0.994285523891449, 0.7531834840774536]"
fear,"It so happened that while staying at anaunt's place I discovered that I was afraid of sleeping in pitch darkness. The room which my sister and I were sharing had no light, and I would refuse to sleep without having the light of the adjoining bathroom switched on. ",fear,"[0.9960876703262329, 0.962372362613678, 0.9750323295593262, 0.9667217135429382, 0.966127872467041, 0.990597665309906]"
sadness,"When I see people with burns I feel sad, actually I can not even express my feelings as I think that they must suffer a lot. ",sadness,"[0.9985491633415222, 0.9933672547340393, 0.8819751739501953, 0.9960506558418274, 0.17161116003990173, 0.48633086681365967]"
disgust,"I do not like one of our neighbours as they are very selfish. Whenever they want something or need help they come to see us, otherwise they do not even bother about people who live next to them. ",sadness,"[0.9572480916976929, 0.9056369662284851, 0.9604271650314331, 0.747306227684021, 0.9967150688171387, 0.942401111125946]"
shame,When some of my close friends and colleagues talk about me and my work and say that I am the brightest student of the college. ,joy,"[0.04069184511899948, 0.05880678445100784, 0.16323350369930267, 0.012810276821255684, 0.04740038141608238, 0.04990525543689728]"
guilt,"In some special circumstances l lied to my parents, then felt guilty so I told them the truth and felt free. ",guilt,"[0.9957795143127441, 0.9787557125091553, 0.9707157611846924, 0.6806262731552124, 0.9013121724128723, 0.9650839567184448]"
joy,"Day before yesterday my mother bought me a new pair of shoes, without my having asked for them. She told me that when she saw the pair of shoes she felt like buying them for me. I really liked the shoes and they made me feel that my mother cares for me. ",joy,"[0.7693840861320496, 0.4753403067588806, 0.9325902462005615, 0.718450665473938, 0.8721050024032593, 0.7819996476173401]"
fear,When for the first time I rode on a motorcycle with my brother. He was going so fast that I felt that I would fall off without my brother realizing it. ,fear,"[0.9900513291358948, 0.9551171660423279, 0.9836841821670532, 0.9780859351158142, 0.9785355925559998, 0.9905377626419067]"
anger,"One of my friends asked me to go shopping with her, another friend of hers was also coming along. During the outing they kept talking to each other and I felt left out, even when I tried to talk to them they seemed not to listen to me and did not pay me much attention. ",sadness,"[0.7356332540512085, 0.9551412463188171, 0.4547159671783447, 0.6117461323738098, 0.434971421957016, 0.9619169235229492]"
sadness,"Two years ago my best friend died in an accident, just a day before my birthray. We were very close to each other and I felt very sad at loosing a close friend. ",sadness,"[0.9981768131256104, 0.9884757995605469, 0.9894646406173706, 0.9967474937438965, 0.911819577217102, 0.567841649055481]"
disgust,We had gone to our native village and I went to visit a tribal group which believes in Goddess Kali. As it was a festival day they had to offer a hen to the Goddess so they cut the head off a hen right in front of my eyes. I felt disgusted and evenb gave up eating meat after this incident. ,sadness,"[0.9979586601257324, 0.9927185773849487, 0.9172214865684509, 0.9385750889778137, 0.9961156845092773, 0.9967235922813416]"
shame,"As part of the assessment I had to speak on a subject in front of the class. I was not really prepared and I was just reading the stuff I had on a piece of paper, when some of the students asked me something I could not give them an answer. I felt ashamed as I had not prepared the topic. ",shame,"[0.9976372718811035, 0.9951240420341492, 0.9973366856575012, 0.9715880751609802, 0.9569141268730164, 0.9578514099121094]"
guilt,One day I went to see a movie without my parents permission. It was an adult movie and I was scared that my parents would not allow me to see the movie. However after coming home I felt very guilty at what I had done. ,guilt,"[0.9965028762817383, 0.9753140807151794, 0.9782726764678955, 0.905632734298706, 0.9155870079994202, 0.9897481203079224]"
joy,"When my daughter gave her solo dance performance in Poona and there was a big applause, I was overjoyed. ",joy,"[0.9962062835693359, 0.9330325126647949, 0.9937491416931152, 0.9257215261459351, 0.996863842010498, 0.8764846324920654]"
fear,I was in a garden one evening and I saw a snake coming towards me. ,fear,"[0.9868294596672058, 0.9573379755020142, 0.953658401966095, 0.9510301351547241, 0.9570797681808472, 0.984468400478363]"
anger,I am separated from my husband. The way he has behaved towards me makes me angry. ,anger,"[0.998658299446106, 0.6672195196151733, 0.9588631987571716, 0.961519181728363, 0.9560967087745667, 0.9912083148956299]"
sadness,"When my husband lied to me, tricked me and when I had to leave my home. ",anger,"[0.9519982933998108, 0.9836993217468262, 0.9367866516113281, 0.9422052502632141, 0.8843544721603394, 0.6621655225753784]"
disgust,"The way my husband and his family treated me - unfairly, cruelly, and unjustly. ",disgust,"[0.9585934281349182, 0.9280813336372375, 0.979133665561676, 0.9591232538223267, 0.9872323274612427, 0.9769724607467651]"
shame,I was ashamed at myself for having shouted at my daughter because of my marital break-up and the unfair way I was treated. ,shame,"[0.9975850582122803, 0.9954994320869446, 0.9978274703025818, 0.98304682970047, 0.9758988618850708, 0.9346801042556763]"
guilt,"While having an argument with my daughter, I got angry and over-excited and said angry words. ",anger,"[0.12496653944253922, 0.937410295009613, 0.8192417621612549, 0.8579722046852112, 0.8148729205131531, 0.3671107590198517]"
joy,When I got married. ,guilt,"[0.8620083928108215, 0.5598338842391968, 0.8466945886611938, 0.8126805424690247, 0.9228736758232117, 0.7545728087425232]"
fear,"I was sitting on an electric swing, suddenly the machine went out of order while I was still in the upward position. ",fear,"[0.8994433283805847, 0.8726391792297363, 0.9111478328704834, 0.8529796600341797, 0.8375651836395264, 0.9330134391784668]"
anger,"A girl whom I trusted and with whom I had shared personal, confidential matters twisted the facts and told it to a common friend of ours. When this common friend told me the version my friend had told her, I was angry. ",anger,"[0.9979231953620911, 0.8850268125534058, 0.9471485614776611, 0.934943675994873, 0.9168577790260315, 0.9842880964279175]"
sadness,When my elder sister died. ,sadness,"[0.9707626700401306, 0.9513012766838074, 0.9674279093742371, 0.9677817225456238, 0.931961178779602, 0.8930938243865967]"
disgust,My husband falls ill and does not follow the doctor's advice on the treatment or the diet control. ,guilt,"[0.7164613008499146, 0.5855881571769714, 0.8354941010475159, 0.17093375325202942, 0.9140108823776245, 0.5416504144668579]"
