labels,text,feels_s,prob_feels_s,prob_max
sadness,Insulted by my mother. ,shame,"[0.9925221900145212, 0.945260206858317, 0.7029322435458502, 0.9363943437735239, 0.017553781062209357, 0.7392171236375967, 0.9957079092661539]",0.9957079092661539
disgust,A relative not acting on her promise. ,anger,"[0.9163391391436259, 0.6520872091253599, 0.782073770960172, 0.799317995707194, 0.02497174879924084, 0.8786526521046957, 0.838267465432485]",0.9163391391436259
shame,First time going out with a boy and other people laughed at us. ,shame,"[0.9261001249154409, 0.6500310525298119, 0.870267520348231, 0.8989322880903879, 0.14645793948632976, 0.6904579792171717, 0.9673141141732534]",0.9673141141732534
guilt,A friend wanted to give me a surprise into my room and I thought she was stealing from the room. ,fear,"[0.9486825267473856, 0.4698822423815727, 0.9625515441099802, 0.5836625893910726, 0.2693855507920186, 0.3759755448748668, 0.6377879728873571]",0.9625515441099802
joy,Being asked to go out by someone I care. ,joy,"[0.05065987895553311, 0.024826066316260647, 0.38290974342574674, 0.43298983449737233, 0.7774300922950109, 0.27930785343050957, 0.05894057072388629]",0.7774300922950109
fear,Before an important examn. ,fear,"[0.549866239229838, 0.1781517043709755, 0.830332393447558, 0.645744115114212, 0.34661486310263473, 0.32626115158200264, 0.37651590009530383]",0.830332393447558
anger,My parents do not like my friend and told me to stay away from him. ,anger,"[0.7892841498057047, 0.6745946643253168, 0.7283850163221359, 0.7440079152584076, 0.09026724519208074, 0.5166863265136877, 0.7318235983451208]",0.7892841498057047
sadness,My friend not allowed to go to the English lectures. ,anger,"[0.9071215788523356, 0.4946473067005475, 0.8592140674591064, 0.8277888397375742, 0.03509688420065989, 0.8168488393227259, 0.7794967293739319]",0.9071215788523356
disgust,Postgraduate students talking about girls stupid. ,anger,"[0.7321412265300751, 0.6236191367109617, 0.3379622846841812, 0.5138157233595848, 0.10247432859614491, 0.3029851441582044, 0.6813884327809016]",0.7321412265300751
shame,Ctiticized by teachers in public. ,shame,"[0.7180689324935278, 0.6570324475566546, 0.6326600859562556, 0.7163344422976176, 0.06899686413817108, 0.3179816026240587, 0.900298019250234]",0.900298019250234
guilt,My friend did not do well in the examn because I did not help him. ,guilt,"[0.9186186095078787, 0.6141620998581251, 0.6338196992874146, 0.9963176548480988, 0.02074256062041968, 0.6957796985904375, 0.8633560339609782]",0.9963176548480988
joy,"I went on a picnic to the country side park. The beautiful scenary made me feel relaxed and every worry disappeared , thus the picnic was worthwhile. ",joy,"[0.04170880672366669, 0.010769465336731324, 0.5245507322639847, 0.3823430555251737, 0.9584137002627054, 0.08743604893485706, 0.14812415112586072]",0.9584137002627054
fear,I am afraid of my academic results as I will face several problems. I am scared of my limitations and the unlimited problems and I do not know how to cope with them. ,fear,"[0.23746768152341247, 0.4266530821720759, 0.9898599783579508, 0.7262003918488821, 0.0025784122311354927, 0.6739994287490845, 0.5180093596378962]",0.9898599783579508
anger,"I quarrelled with my brothers (twins) at home on saturday. One of them studies in a private school and the other one is repeating his form five. They do not know what they are doing. They follow every word of their teachers, books and systems. They always try to rationalize their bad acts by some game and they are satisfied with their awkward life. I have tried to persuade them very often but have failed. This time I had a fight as they have no voluntary spirit (they did not polish the floor). ",anger,"[0.9749825100104014, 0.7670049518346786, 0.6265009939670563, 0.8646244903405508, 0.13483228505356237, 0.7371037354071935, 0.7237406075000763]",0.9749825100104014
sadness,I have been thinking of changing my major for a few months. My original major was Chinese language and it blocks my way. I have to face many problems at the sametime and I do not know what is real and virtuous. I do not know if I am not interested in Chinese or if there are other factors which make me sad. I am not very clear on what I can do for the study of Communication and Journalism. I am not clear about what I can do. What are the limitations ? I hesitate but I feel more adjusted now. ,sadness,"[0.5568047910928726, 0.5452056725819906, 0.6909549360473951, 0.8644891182581583, 0.10365216030428807, 0.90427365899086, 0.5618370771408081]",0.90427365899086
disgust,I had been forced to get together with strange and disgusting classmates. The things they talked about disgusted me and made me feel ill at ease. I knew that I would feel unhappy if I stayed there but I was defeated by the social norms. ,disgust,"[0.8542234003543854, 0.9630407790342966, 0.9346857964992523, 0.925447960694631, 0.0034179840586148202, 0.8428059766689936, 0.9456824362277985]",0.9630407790342966
shame,"I had obviously done the work badly but my class-mates of the student's association did not blame me, they helped me do the work. ",guilt,"[0.6960726628700892, 0.43073705087105435, 0.41893551747004193, 0.885958323876063, 0.5163770318031311, 0.5902889894787222, 0.5304717496037483]",0.885958323876063
guilt,I had not done my assignment seriously. I only pretended to finish the work as the work did not have any meaning for me. The whole thing made me feel guilty. ,guilt,"[0.4028104854126771, 0.6366665661334991, 0.6571108351151148, 0.9949554602305094, 0.0029906469280831516, 0.793988898396492, 0.9684894581635793]",0.9949554602305094
joy,I preached to a F. students in a gospel camp. They thus knew more about God and made up their minds to believe in Jesus. ,joy,"[0.15832791291177273, 0.10911432886496186, 0.33351946994662285, 0.262274192335705, 0.8646505574385325, 0.261860524614652, 0.023365828674286604]",0.8646505574385325
fear,When the doctor told me that there was something wrong with my eye and I had to undergo an operation. ,fear,"[0.6888337035973867, 0.6572651068369547, 0.948800285657247, 0.7731990913550059, 0.05651690791516254, 0.8679249882698059, 0.7220042745272318]",0.948800285657247
anger,I had left a student newspaper of the Chinese university on the table of the library. It had disappeared when I came back. ,guilt,"[0.9135554234186808, 0.6809190213680267, 0.9273504316806793, 0.9680635134379069, 0.0781894897421201, 0.8012920171022415, 0.9026685953140259]",0.9680635134379069
sadness,"One of my class-mates had a disease unexpectedly, he had been in a coma for six days in a hospital before he died. ",sadness,"[0.7316565612951914, 0.510124017794927, 0.8542389472325643, 0.6253653019666672, 0.054547939740587026, 0.8999592463175455, 0.48101647198200226]",0.8999592463175455
disgust,"Someone, who was sitting very close to me, was smoknig in the compartment of an air conditioned mini-bus. ",fear,"[0.3063289386530717, 0.41869984442989033, 0.4245642386376858, 0.2377802406748136, 0.004957730668441703, 0.31606751804550487, 0.19423056890567145]",0.4245642386376858
shame,"In the compartment of a public transport railway, I did not give my seat to an old man who was standing near me. It was another teenager who did so. ",sadness,"[0.5031323929627737, 0.4331713244318962, 0.5901021808385849, 0.6378978838523229, 0.24484035621086755, 0.6397121349970499, 0.5076423635085424]",0.6397121349970499
guilt,One saturday night I did some meaningless work and went to bed very late. Next morning I had was very sleepy so I continued sleeping even though I had work to do and I missed the Sunday service. ,guilt,"[0.47422674919168156, 0.3585235923528671, 0.30097675571839017, 0.8074668943881989, 0.11653324775397778, 0.587447315454483, 0.6519610583782196]",0.8074668943881989
joy,When I attended the concert of a pop singer. ,joy,"[0.19568000982205072, 0.06469399730364482, 0.21390152629464865, 0.327860452234745, 0.8068831066290537, 0.2163656602303187, 0.07428551123787959]",0.8068831066290537
fear,I was afraid that I would fail an examination. ,fear,"[0.460929283251365, 0.4676451658209165, 0.9941918154557546, 0.9441531797250112, 0.0021331709916315353, 0.8111931582291921, 0.8854914903640747]",0.9941918154557546
anger,I had too much homework and examinations and I did not know how to organize my work. ,guilt,"[0.7365570614735285, 0.5447670221328735, 0.873878558476766, 0.9095613459746043, 0.1147471161481614, 0.7573166092236837, 0.5995224366585413]",0.9095613459746043
sadness,When I forgot the lyrics during a song contest. ,guilt,"[0.6641269971927007, 0.43442076444625854, 0.8655897577603658, 0.9558179179827372, 0.07813291647471488, 0.6841017305850983, 0.9377853671709696]",0.9558179179827372
disgust,Because of the examination I had to study night and day. ,guilt,"[0.507953425248464, 0.35934122279286385, 0.6942276954650879, 0.7501063446203867, 0.18235501445208988, 0.45517832785844803, 0.35648656636476517]",0.7501063446203867
shame,I did badly in the mid term examination. ,shame,"[0.9213307897249857, 0.8498677064975103, 0.9211912453174591, 0.9853960374991099, 0.009449924245321503, 0.8963120977083842, 0.9863710204760233]",0.9863710204760233
guilt,The results of the mid term examinations were very poor. ,shame,"[0.86602055033048, 0.7583117733399073, 0.7802158097426096, 0.816380500793457, 0.02092002749365444, 0.8497244020303091, 0.9016740024089813]",0.9016740024089813
joy,When I had a good result in the certificate examination. ,joy,"[0.03284486367677649, 0.012957884794256339, 0.0319535150192678, 0.1797616562495629, 0.9933944741884867, 0.017298317591970164, 0.009163745310312757]",0.9933944741884867
fear,When I was walking along a road alone on my way to go shopping. ,sadness,"[0.489593967795372, 0.3611121227343877, 0.5172385747234026, 0.6288086076577505, 0.5517991880575815, 0.6395560602347056, 0.3276224136352539]",0.6395560602347056
anger,"In the student's union there was someone who took the photocopies of two large volumes. I asked him to let me take a few, he refused it for an acceptable reason. ",anger,"[0.358375484123826, 0.27669935300946236, 0.314604215323925, 0.32479247140387696, 0.14396293135359883, 0.21512382353345552, 0.2977046364297469]",0.358375484123826
sadness,When another person's mother died. ,sadness,"[0.23792973160743713, 0.25702644139528275, 0.53712726632754, 0.37705979992945987, 0.014641623458980272, 0.8985491991043091, 0.18965743109583855]",0.8985491991043091
disgust,I greeted a friend and he did not respond. ,sadness,"[0.7217130164305369, 0.5452158699433008, 0.7323824266592661, 0.7165017127990723, 0.061400729697197676, 0.7754575113455454, 0.734735757112503]",0.7754575113455454
shame,"In an examination ,which other students found easy I could hardly think and did not know what to answer. ",fear,"[0.6844301670789719, 0.572588379184405, 0.9103915890057882, 0.8212841252485911, 0.14298565287996703, 0.7903906802336375, 0.8628058135509491]",0.9103915890057882
guilt,"I cut a friend's hair in anger, without any consideration. ",anger,"[0.8520417213439941, 0.3730594987670581, 0.28194351494312286, 0.8162920971711477, 0.009690190141554922, 0.3177348126967748, 0.43077800174554187]",0.8520417213439941
joy,Yesterday my friend gave me a gift and had dinner with me. ,joy,"[0.04929517783845464, 0.023647671837049227, 0.12424191646277905, 0.24478138300279775, 0.9243598282337189, 0.04109411349054426, 0.04103866429068148]",0.9243598282337189
fear,Once while walking along a hill I fell down out of carelessness and I broke my left arm. ,guilt,"[0.7992972632249197, 0.6919461886088053, 0.8939088781674703, 0.9772375424702963, 0.014130133708628515, 0.8354734728733698, 0.799146036307017]",0.9772375424702963
anger,"Last week, my organization summoned an executive meeting and one of the executive member's pointed out a loop hole in the committee's administration. He could not suggest any improvements, so I quarrelled with him. ",anger,"[0.6757260287801424, 0.23956305906176567, 0.23012512301405272, 0.3720608378450076, 0.024694436501401167, 0.2061713176469008, 0.15917103985945383]",0.6757260287801424
sadness,The death of my father. ,sadness,"[0.6714159250259399, 0.45973202337821323, 0.8535761038462321, 0.8458551615476608, 0.012570982294467589, 0.9530652264753977, 0.45499802629152936]",0.9530652264753977
disgust,"I was sitting in the bus and a man with a very unpleasant smell came and sat next to me, to top it all he smoked continously. ",anger,"[0.8680079976717631, 0.7741447985172272, 0.74045563240846, 0.41535940021276474, 0.12493882008129731, 0.5942641248305639, 0.5779112577438354]",0.8680079976717631
shame,When I was in the canteen of the United college I mistook a stranger for a classmate as I was not wearing my glasses. I realized that I had made this mistake when I saw him again carefully. ,guilt,"[0.508238822221756, 0.3314235645035903, 0.6098143309354782, 0.8105322122573853, 0.26995554318030673, 0.6884792993466059, 0.5505639587839445]",0.8105322122573853
guilt,I got up late and I could not go to my lessons on time. When I entered the class room the stare of the teacher and my classmates made me feel guilty. ,guilt,"[0.58066118384401, 0.7658323844273885, 0.8768904010454813, 0.9951304992039999, 0.0017802880223219593, 0.7685992121696472, 0.9876629412174225]",0.9951304992039999
joy,When my application for studying the masters degree was accepted. ,joy,"[0.06539848850419124, 0.043140597098196544, 0.1239246412490805, 0.2694351337850094, 0.9830368061860403, 0.04349554392198721, 0.01875332153091828]",0.9830368061860403
fear,"Once at midnight, I was working alone at office and the phone suddenly rang. ",fear,"[0.7273521920045217, 0.5832599997520447, 0.8824055790901184, 0.8129522601763407, 0.6548930605252584, 0.7982849180698395, 0.6198965609073639]",0.8824055790901184
anger,"When I was concentrating on my work, my friend disturbed me continously. I asked him to stop but in vain. ",anger,"[0.7297266076008478, 0.369418694327275, 0.4629908303419749, 0.46892156451940536, 0.2431517825461924, 0.5195145147542158, 0.6220432495077451]",0.7297266076008478
sadness,"I had asked the teacher to write a recommendation letter for me, but I had not provided enough information and had run short of time. ",guilt,"[0.6949582646290461, 0.3433128893375397, 0.5210759540398916, 0.8684536516666412, 0.1358009393637379, 0.7327859997749329, 0.6817555179198583]",0.8684536516666412
disgust,"When I was talking to a person who is a hypocrite, I felt disgusted at his reaction. ",anger,"[0.7596525549888611, 0.7023190557956696, 0.3824772412578265, 0.39747461893906194, 0.0690982606029138, 0.19926497588555017, 0.6259969423214594]",0.7596525549888611
shame,My companion admired me when I did some work voluntarily. ,joy,"[0.0015096905699465424, 0.0025955469900509343, 0.09993272765617196, 0.1811229659554859, 0.9368806580702463, 0.02495602801597367, 0.0028681508265435696]",0.9368806580702463
