labels,text,emo_s,prob_emo_s,prob_max
anger,Finding out that I made a stupid mistake in the examn. ,guilt,"[0.6216804732879003, 0.6535180707772573, 0.6914316912492117, 0.7486478090286255, 0.011862059589475393, 0.6943779612580935, 0.6663244664669037]",0.7486478090286255
anger,Finding out about some girls who have been nice to the class leader in order to go to the neuropsychology lectures (English ones). ,guilt,"[0.06676647315422694, 0.03773167938925326, 0.08432307466864586, 0.28846475916604203, 0.19471645851929983, 0.036304496539135776, 0.07492226082831621]",0.28846475916604203
shame,Finding out I am not chosen for the English lectures. ,sadness,"[0.47056928277015686, 0.35022054612636566, 0.5205938021341959, 0.35598189011216164, 0.004152323623808722, 0.6642743249734243, 0.5013301074504852]",0.6642743249734243
sadness,Some students whose English is worse than mine can go to your lectures (English lectures). ,guilt,"[0.288987148553133, 0.2667200490832329, 0.20900259787837663, 0.40632065137227374, 0.3380334774653117, 0.3230946734547615, 0.30589638898770016]",0.40632065137227374
shame,Insulted by classmate in public. ,shame,"[0.6176186501979828, 0.5401513775189718, 0.3401968752344449, 0.3790048286318779, 0.0028153968742117286, 0.4242184494311611, 0.8785723845163981]",0.8785723845163981
shame,Not handing in homeworks in time. ,guilt,"[0.4718117838104566, 0.2997917520503203, 0.4421478683749835, 0.6719114035367966, 0.011239110957831144, 0.39992644016941387, 0.5685863693555196]",0.6719114035367966
joy,Article published. ,joy,"[0.08705371680359046, 0.06720554362982512, 0.09539414383471012, 0.14526891087492308, 0.6948979198932648, 0.11652634168664615, 0.037927636255820595]",0.6948979198932648
fear,Walking in the dark and thinking about ghost stories. ,fear,"[0.09097417048178613, 0.17775002168491483, 0.6613151629765829, 0.15492482545475164, 0.10897610755637288, 0.3115673251450062, 0.1725582933674256]",0.6613151629765829
shame,Had an insulting letter from my father. ,shame,"[0.6333954135576884, 0.7091095795234045, 0.2817695140838623, 0.41060078516602516, 0.001713538178591989, 0.3654534087205927, 0.7894293417533239]",0.7894293417533239
sadness,Being misunderstood by friends. ,sadness,"[0.47797664627432823, 0.2414756833265225, 0.35592374205589294, 0.26585340810318786, 0.008153359910162786, 0.574888159831365, 0.26631510568161804]",0.574888159831365
disgust,Saw someone acting in a false manner in public. ,guilt,"[0.6835889518260956, 0.5479540030161539, 0.4708736315369606, 0.7592074424028397, 0.03322240764585634, 0.37573010722796124, 0.6416699637969335]",0.7592074424028397
shame,Failed in a piblic argument. ,shame,"[0.4234471954405308, 0.45907703042030334, 0.29448441540201503, 0.6350922882556915, 0.013447175384499133, 0.5666012167930603, 0.7546621362368265]",0.7546621362368265
guilt,Promised to do something for other people and did not do it. ,guilt,"[0.7159760743379593, 0.6225431462128957, 0.46869367857774097, 0.9597093065579733, 0.009504553823110959, 0.6366368755698204, 0.8837166329224905]",0.9597093065579733
joy,Finding out I am chosen to collect norms for Chinese aphasia (I will contribute to China's catching up with the West in neuropsychology). ,joy,"[0.06574464372048776, 0.026773005879173677, 0.11397360948224862, 0.22228177388509116, 0.5824259618918101, 0.01929930760525167, 0.015446111695685735]",0.5824259618918101
fear,Finding out in your lecture that a doctor can make misdiagnoses because of ignorance in neuropsychology. ,guilt,"[0.318520853916804, 0.23342820070683956, 0.27766376982132596, 0.4547443240880966, 0.21387445212652287, 0.25862279782692593, 0.2472253404557705]",0.4547443240880966
anger,Someone talking about me at my back. ,shame,"[0.5205816427866617, 0.5015229259928068, 0.6339610566695532, 0.6810460786024729, 0.00671951356343925, 0.46071791866173345, 0.7940758268038431]",0.7940758268038431
sadness,Found out that my grandmother might have been misdiagnosed as a psychiatric patient because the doctor did not know about neurologism. ,guilt,"[0.25641025851170224, 0.1708108844856421, 0.2946273523072402, 0.5482037166754404, 0.14582804217934608, 0.30552856996655464, 0.20810778687397638]",0.5482037166754404
disgust,Some students deliberately disobey me as a class leader. ,guilt,"[0.5636532430847486, 0.43474943439165753, 0.3210725411772728, 0.6450757682323456, 0.03075681688884894, 0.4114304607113202, 0.4728548477093379]",0.6450757682323456
shame,Finding out that China is backward in science. ,shame,"[0.3332568382223447, 0.26011878872911137, 0.34565572688976925, 0.2710968491931756, 0.18015718227252364, 0.37235097711284953, 0.4341949075460434]",0.4341949075460434
guilt,Some students have been calling lecturers nicknames and I was not able to find out who they were to stop them. ,guilt,"[0.5956732084353765, 0.5138444403807322, 0.441702663898468, 0.8091286420822144, 0.011208537383936346, 0.5088183979193369, 0.5854723900556564]",0.8091286420822144
joy,Going to a concert. ,joy,"[0.015918885357677937, 0.014727412645394603, 0.06114125874591991, 0.08120871086915334, 0.4672339583436648, 0.009959387864607075, 0.040825705509632826]",0.4672339583436648
fear,Finding out that a boy I do not like is in love with me. ,disgust,"[0.5480309476455053, 0.6691641335686048, 0.6418470144271851, 0.34979022045930225, 0.008411459314326445, 0.6589413986851772, 0.28429928918679553]",0.6691641335686048
anger,Being told that I have not got a personality. ,shame,"[0.46889568120241165, 0.3048891027768453, 0.3022269681096077, 0.278953293338418, 0.0027642844749304154, 0.4398329971979062, 0.5416338816285133]",0.5416338816285133
sadness,Power cut made me unable to listen to the songs sung by my favourite pop star. ,disgust,"[0.42518874257802963, 0.5478553647796313, 0.46502798547347385, 0.5073937897880872, 0.00976354362986361, 0.5062617758909861, 0.37932535509268445]",0.5478553647796313
disgust,Someone acting stupid in public. ,shame,"[0.5639552250504494, 0.5350209698081017, 0.3489511863638957, 0.7057494769493738, 0.011678805341944098, 0.35838343389332294, 0.9037415285905203]",0.9037415285905203
shame,Not being able to answer question in a seminar. ,shame,"[0.6121370196342468, 0.43974121908346814, 0.6079813440640768, 0.7052504072586695, 0.0069755587028339505, 0.5728464970986048, 0.7504482368628184]",0.7504482368628184
guilt,Said something I should not have said in public. ,guilt,"[0.6506650994221369, 0.6068891187508901, 0.4698912600676219, 0.9156544705231985, 0.005450060882139951, 0.5165340875585874, 0.809058795372645]",0.9156544705231985
joy,Talking to my close friend. ,joy,"[0.02818522392772138, 0.02173763777439793, 0.04066799945818881, 0.2638442652920882, 0.8177407284577688, 0.05481845730294784, 0.15078452858142555]",0.8177407284577688
fear,Hearing a strange noise in the biology building. ,fear,"[0.15968518362691006, 0.1386426080328723, 0.33612647900978726, 0.22075863555073738, 0.03661362136093279, 0.08928910309138398, 0.21840233045319715]",0.33612647900978726
anger,Insulted by other people in the shop. ,shame,"[0.7791723708311716, 0.7123187035322189, 0.26547669619321823, 0.36273927614092827, 0.0032122463162522763, 0.29329516637759906, 0.9406023522218069]",0.9406023522218069
sadness,My good friend misunderstood me. ,sadness,"[0.3462476506829262, 0.150721059491237, 0.2227466789384683, 0.3971060663461685, 0.04876100334028403, 0.4224906973540783, 0.2778770141303539]",0.4224906973540783
disgust,Being looked at by someone I do not like. ,disgust,"[0.6231547196706136, 0.7124206026395162, 0.6736616293589274, 0.4972154100735982, 0.004573324753437191, 0.5499023986048996, 0.5582506085435549]",0.7124206026395162
shame,I am chosen for the English lectures instead of my good friend and people told me that girls are more likely to be chosen. ,joy,"[0.3390025881429513, 0.15736981046696505, 0.1537099207441012, 0.40544375280539197, 0.4688941737016042, 0.2536886855959892, 0.15971554070711136]",0.4688941737016042
guilt,I was not able to explain well to my good friend to make him less angry. ,anger,"[0.9309002558390299, 0.5480413188536962, 0.4346378395954768, 0.7020535866419474, 0.014794964420919618, 0.651799276471138, 0.45455092191696167]",0.9309002558390299
joy,Finding out that the person I love understands me. ,joy,"[0.010490213443214694, 0.013641235884279013, 0.05489231285173446, 0.07560252972568075, 0.8332704305648804, 0.01275756248893837, 0.0360850328579545]",0.8332704305648804
fear,Watching a horror film. ,fear,"[0.2575623194376628, 0.5979868521293005, 0.933549702167511, 0.2969706207513809, 0.115535979847967, 0.24313565467794737, 0.21707044852276644]",0.933549702167511
anger,Being mistreated by other people. ,shame,"[0.819635013739268, 0.7184245785077413, 0.7299244602521261, 0.5982450855274996, 0.0025358423202609024, 0.6318275183439255, 0.8432056407133738]",0.8432056407133738
sadness,Deceived by other people and ran into trouble. ,shame,"[0.7659324208895365, 0.7798211226860682, 0.8090789218743643, 0.8355196391542753, 0.0011132045037811622, 0.6846628189086914, 0.9013185997804006]",0.9013185997804006
disgust,Saw a selfish person doing a selfish thing. ,disgust,"[0.645073746641477, 0.6744289646546046, 0.357402974118789, 0.6546455348531405, 0.013595850711377958, 0.4818373788148165, 0.560133288304011]",0.6744289646546046
shame,Not doing well in the examn. ,shame,"[0.6771626720825831, 0.5879170546929041, 0.6197108378012975, 0.6426027119159698, 0.002495588812356194, 0.7624485939741135, 0.7628034949302673]",0.7628034949302673
guilt,Finding out that I have misunderstood other people. ,guilt,"[0.4736897026499112, 0.2828079126775265, 0.5238604620099068, 0.7090030560890833, 0.1398420768479506, 0.44939615701635677, 0.42211684087912243]",0.7090030560890833
joy,Hear my name on the list attending the English lectures. ,joy,"[0.0662861190115412, 0.030392277830590803, 0.0739210791264971, 0.21167063744117817, 0.42768556873003644, 0.03920335695147514, 0.04291881279398998]",0.42768556873003644
fear,Staying alone in the room after midnight and reading horror stories. ,fear,"[0.24065967773397764, 0.518782710035642, 0.870249738295873, 0.3976951253910859, 0.046944855217589065, 0.43009040753046673, 0.12856062998374304]",0.870249738295873
anger,Being told that I am a stupid person. ,shame,"[0.5335060060024261, 0.5020634730656942, 0.38039258619149524, 0.40246010447541875, 0.007459876884240657, 0.45665864646434784, 0.7845766892035803]",0.7845766892035803
sadness,My parents failed to visit me as they promised. ,sadness,"[0.5052459935347239, 0.37157049775123596, 0.3366643289724986, 0.4190854678551356, 0.002820769790560007, 0.5853905330101649, 0.3915020326773326]",0.5853905330101649
disgust,Some people not cueing in the dining hall. ,guilt,"[0.3618428061405818, 0.21878666058182716, 0.24085249875982603, 0.6532393967111906, 0.025311196067680914, 0.22302033752202988, 0.28727106004953384]",0.6532393967111906
shame,Saw on TV China not winning more gold medals in the Asian Olympics. ,sadness,"[0.5124994615713755, 0.4128272781769435, 0.3708109427243471, 0.47802701592445374, 0.03431617519042144, 0.5529369078576565, 0.3336704646547635]",0.5529369078576565
guilt,Not handing in homework in time. ,guilt,"[0.5274899378418922, 0.32636937747399014, 0.47608661899964017, 0.6578313509623209, 0.015110324136912823, 0.4789307825267315, 0.6199177304903666]",0.6578313509623209
joy,Having a good trip on a boat with good friends. ,joy,"[0.005435094470158219, 0.10280847437873793, 0.00710409846942639, 0.26427783056472737, 0.9061766564846039, 0.00166462857547837, 0.21555631894928715]",0.9061766564846039
fear,Saw a classmate knocked down by a motorcycle. ,sadness,"[0.46908023953437805, 0.4947117219368617, 0.5471563190221786, 0.4663075655698776, 0.042597105571379267, 0.616725182471176, 0.3135014871756236]",0.616725182471176
anger,Being sexually assulted on a bus and noone helped (people only laughed). ,shame,"[0.7139560580253601, 0.7162324426074823, 0.5757940312226614, 0.6292009303967158, 0.004780160146765411, 0.529927143206199, 0.8545410633087158]",0.8545410633087158
sadness,Being sexually assulted and told my friends about it (we cried together). ,shame,"[0.4045795015214632, 0.6670595444738865, 0.4130919302503268, 0.5215701013803482, 0.0022499181892878064, 0.668416931371515, 0.8178954621156057]",0.8178954621156057
disgust,Heard someone boasting his fortune telling and I knew he was lying. ,guilt,"[0.5704601680239042, 0.42540178696314496, 0.29040191570917767, 0.7206869324048361, 0.012144441813385734, 0.19568727103372416, 0.47977931797504425]",0.7206869324048361
shame,Being criticized by teacher in public. ,shame,"[0.5450331072012583, 0.4981286972761154, 0.5507154415051142, 0.4732559646169345, 0.0072108076031630235, 0.43608912026199204, 0.6983813842137655]",0.6983813842137655
guilt,Shouting at my parents because I was angry about something else. ,anger,"[0.947936475276947, 0.5024368613958359, 0.2283820149799188, 0.6436215788125992, 0.004808707143335293, 0.26362752821296453, 0.46678341925144196]",0.947936475276947
joy,Going to see a good film with my best friend. ,joy,"[0.039147230330854654, 0.01195830653887242, 0.027071052327907335, 0.1625856263563037, 0.7722698648770651, 0.010097296792082489, 0.15572157447847226]",0.7722698648770651
fear,Suddenly found out that I was the lasr one to leave the anatomy room. ,sadness,"[0.3432511240243912, 0.254132525374492, 0.4503612120946248, 0.4357740481694539, 0.07361254033943017, 0.5208696921666464, 0.2704247285922368]",0.5208696921666464
anger,Some boys deliberately played tricks on me in the experiments. ,guilt,"[0.48097262034813565, 0.41238105297088623, 0.500913659731547, 0.6976378808418909, 0.0333558443429259, 0.30270930752158165, 0.48815931379795074]",0.6976378808418909
sadness,Iqam chosen for your lecture and my best friend is not. Now he is angry with me and I cannot help him. ,anger,"[0.8971459964911143, 0.45844409614801407, 0.31586244453986484, 0.751043031613032, 0.014542125669928888, 0.6401658008495966, 0.4425627092520396]",0.8971459964911143
disgust,Listening to my roommate boasting about her new clothes. ,anger,"[0.2888313513249159, 0.05986878601834178, 0.11102020678420861, 0.1965198057393233, 0.1440365882590413, 0.09168932342436165, 0.051235342087845005]",0.2888313513249159
shame,China not winning more gold medals in the Asian Olympics. ,guilt,"[0.4564402128259341, 0.3448997288942337, 0.3374783160785834, 0.533651684721311, 0.04334490986851355, 0.4405416051546733, 0.3052491868535678]",0.533651684721311
guilt,Not being able to help my friend to study English. ,guilt,"[0.6291182686885198, 0.4374520555138588, 0.44483625640471774, 0.7587415327628454, 0.0028500099433586, 0.6906338880459467, 0.5036725799242655]",0.7587415327628454
