labels,text,emotion,prob_emotion
fear,I was looking after my father's sheen in the forest. One day while playing with friends from neighbouring villages the flock escaped me and went into a far place. It became dark and I was afraid of father. I went home and hid myself. ,fear,"[0.44195967316627505, 0.49770628809928896, 0.9899357557296753, 0.796144676208496, 0.09809442209079862, 0.8921325504779816, 0.6489144563674927]"
anger,I planned to travel a distance of kilometres on my bike. I planned this when I was working in the hospital. When I went to the house I found that a friend had taken my bike without my consent. ,guilt,"[0.9044868350028992, 0.801618492603302, 0.8372392058372498, 0.9137250781059265, 0.05552501883357763, 0.8962483406066895, 0.8770476102828979]"
sadness,It was in the evening when I heard that my girl went to Zambia and that she would never come back. ,sadness,"[0.7892835855484008, 0.7307282090187073, 0.9189645290374756, 0.8707826137542725, 0.19910083105787635, 0.9792982041835785, 0.6565366923809052]"
disgust,A sister broke a cup and when mother asked I was reported to have been responsible. ,guilt,"[0.77564697265625, 0.6788766086101532, 0.5673987150192261, 0.8810856342315674, 0.09224705658853054, 0.718902125954628, 0.8451054811477661]"
shame,"One day mother slaughtered a chicken for a brother who had come back for holiday. In everybody's absence I opened the foodstore and ate all internal organs of the chicken. When mother discovered, we were all called and I was found with hands stained with soup. I was ashamed being the eldest of all in the family. ",shame,"[0.3754528537392616, 0.8649773359298706, 0.6060891032218934, 0.9032709717750549, 0.1265068979235366, 0.8211046308279037, 0.95811687707901]"
joy,This emotion happened when I passed my primary school examination and was selected for Secondary School. ,joy,"[0.1745695561170578, 0.10889047682285309, 0.31113353073596955, 0.13207229860126973, 0.7371071815490723, 0.2242548018693924, 0.11163536980748176]"
fear,At primary school I was accused by some boys of being in love with a certain girl in their class so they had to shout and beat the girl and the matter was reported to the headmaster. ,anger,"[0.9120284676551819, 0.6284427773207426, 0.8022024989128113, 0.8957664608955384, 0.27202715426683427, 0.23166542127728462, 0.861499547958374]"
anger,I was very angry when one day I went to see my girlfriend I talked to her and could not answer back. She was depressed for reasons which were not known to me. ,anger,"[0.9837652921676636, 0.7120110392570496, 0.09487304724752903, 0.6969839125871659, 0.025085512292571367, 0.5273755169473588, 0.338757686689496]"
sadness,I was very sad when I was shouted at by Uncle and was told that I was not to be given school fees because I didn't go to work in the garden since I had gone to escort my sister to the bus depot. ,sadness,"[0.01106409691274166, 0.01426624646410346, 0.08091743686236441, 0.7461893558502197, 0.09555281763896346, 0.9980310648679733, 0.5973752439022064]"
disgust,"I was disgusted when I was told to dress a big rotten stinky wound which, coming closer, made me feel like vomitting. ",disgust,"[0.31703535094857216, 0.9436566710472107, 0.2046155758202076, 0.5066483676433563, 0.07229579015402124, 0.2704949378967285, 0.5848970279097557]"
shame,I was ashamed one day when we were found stealing and roasting maize cobs from Agricultural experimental projects. ,shame,"[0.02419871906749904, 0.6990431416779757, 0.08044912219047547, 0.8676045298576355, 0.16250441998708992, 0.41413849126547575, 0.9844851493835449]"
guilt,I felt guilty when the truth was known about my impregnating the girl we were staying with. ,guilt,"[0.005284989275969565, 0.23257027193903923, 0.024494670797139406, 0.9270749688148499, 0.06844479256542399, 0.5648189969360828, 0.5754411369562149]"
joy,It was August th when I heard on the radio that I passed my M. C. E. exams and I was really happy and joyous because of the event. ,joy,"[0.0014030282385647298, 0.0007211613934487105, 0.0096224608249031, 0.3388364907586947, 0.9697577476501464, 0.0009619889024179429, 0.1393309683771804]"
fear,I was walking alone along the place where people fear that there are always thieves there and the people who kill their friends during the night two months ago. ,fear,"[0.6994626522064209, 0.7238527774810791, 0.9867960095405579, 0.8496858596801757, 0.08183369105681777, 0.8703136593103409, 0.6669338822364808]"
anger,I once was accused of falling in love with someone's girlfriend which was not true because the girl was just a friend of mine. ,shame,"[0.6930185437202454, 0.2619351743254811, 0.31866797208786013, 0.8006531357765198, 0.19109151884913445, 0.04907066514715552, 0.8272434949874878]"
sadness,It was when I failed standard exams while all my friends passed and went to secondary school. In class I was always getting more marks than they did. ,shame,"[0.20645745173096658, 0.20342611148953438, 0.05960934534668923, 0.2485859364271164, 0.008788228128105402, 0.4618796482682228, 0.48019756078720094]"
disgust,"My first day to work in hospital, when I was dressing wounds I was disgusted when I came across one wound with a very bad smell. ",disgust,"[0.41168334484100344, 0.9378108739852905, 0.16371035613119603, 0.5309507668018341, 0.04992681874427944, 0.27798230457119644, 0.5704665601253509]"
shame,"One day I was with my girlfriend and other friends were behind us, I fell down because the place was slippery and I really felt ashamed. ",shame,"[0.0776412864215672, 0.7935249924659729, 0.27167809642851354, 0.9374560475349426, 0.046834868134465066, 0.7203523181378841, 0.9881381750106811]"
guilt,I felt guilty one day when I was accused of running away from classes and I was caught. ,guilt,"[0.0036812924779951574, 0.1701819274574518, 0.02006235346198082, 0.8915904283523559, 0.10165731314336882, 0.20557229360565543, 0.4698665767908096]"
joy,It was when I was allowed to take my wife away from her parents after being refused for three times on grounds that she should first write her examination. ,joy,"[0.587530392408371, 0.0583701197989285, 0.19754841253161431, 0.44818941652774813, 0.8821582317352294, 0.06782708317041397, 0.2056790590286255]"
fear,When two hyenas made crying noise on the window of my bedroom at home when I was preparing for my MCE examination during the night. ,anger,"[0.9236193895339966, 0.8304768562316894, 0.9112486720085144, 0.6405529379844666, 0.09778567142784596, 0.9128681868314743, 0.6725055277347565]"
anger,It was when my Instructor awoke me late at night to get prepared for the training at Military college when he was coming back from his personal social activities. ,guilt,"[0.7178893923759461, 0.5075953543186188, 0.7218969464302063, 0.7533997654914856, 0.22343216985464096, 0.4142698682844639, 0.551821517944336]"
sadness,I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there. ,sadness,"[0.9417242646217346, 0.9061303496360779, 0.9499111175537109, 0.8685990333557129, 0.05697666052728891, 0.9682212471961975, 0.905650281906128]"
disgust,It was when my father beat my mother while she was ill for three weeks and now she was recovering. ,sadness,"[0.8450299143791199, 0.8066495895385742, 0.8597889304161072, 0.9198421478271485, 0.0866367718204856, 0.9268617182970047, 0.78238765001297]"
shame,When parents of a certain girl refused to let me marry their daughter because I was not fit to do so yet the girl accepted everything and later she followed what her parents insisted and she told me never to talk to her again. ,sadness,"[0.8215082168579102, 0.8105690836906433, 0.7162566423416138, 0.8518824696540832, 0.15422002039849758, 0.8633124679327011, 0.8506059408187866]"
guilt,The time I was at secondary school during the holiday I appeared to my father while heavily drunk and I talked nonsense like in some sort of carefree. ,shame,"[0.1890828174073249, 0.044156732177361845, 0.00564116365276277, 0.5229948714375496, 0.4459101378917694, 0.005650599079672247, 0.5387071669101715]"
joy,This came in when at one time I met a girl who I didn't expect to fall in love with me. Fortunately I tried my luck and she accepted my proposal. At the same time she was giving me a lot of money which was just like a miracle to me. ,joy,"[0.002167092857416719, 0.0010561166505794971, 0.07425386249087751, 0.3717080749338493, 0.8930714130401611, 0.0016764402244007215, 0.1497934194863774]"
fear,When I was travelling at night. ,fear,"[0.6874853730201721, 0.45934271812438965, 0.8823733806610108, 0.6985648274421692, 0.49555792212486266, 0.672351747751236, 0.46001480221748353]"
anger,"I experienced this when one of my friends reported to the Headmaster that I had gone out for beer, whilst the information was not true at all. So I had to fight the friend before the Headmaster. ",anger,"[0.9426256775856018, 0.7572092771530151, 0.7153389573097229, 0.8133545756340027, 0.0932203222066164, 0.45531564950942993, 0.8057255983352661]"
sadness,When I was at school. ,guilt,"[0.5803145170211792, 0.3562099188566208, 0.539625632762909, 0.6243378639221191, 0.5236100256443024, 0.5271849930286407, 0.5536484062671662]"
disgust,One of those days when I was going to school with my brother and he annoyed me. ,guilt,"[0.7274205803871154, 0.6280726999044418, 0.20445089861750604, 0.7426187098026276, 0.06158110438846052, 0.33522160165011883, 0.41185517609119415]"
shame,This was when one of the Clinical officers scolded us in the hospital on how to make beds but we did not deserve to be scolded. ,anger,"[0.9013810276985168, 0.7755597352981567, 0.6170998930931091, 0.8467169523239135, 0.10578076536767185, 0.6401084288954735, 0.8959425568580628]"
joy,"That was soon after the results of the interview which nearly , people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L. S. H. S. ",joy,"[0.0004690595727879554, 0.00028425297059584407, 0.002214340172940865, 0.30254823045106605, 0.9436533331871033, 0.0003668837234727107, 0.02988123579416424]"
fear,Fear came towards the end of May when the P. T. S. results were out after hearing the failure of my fellow three friends. ,fear,"[0.0025323429610580204, 0.02592287100851536, 0.9425742626190186, 0.36848183944821356, 0.004786459007300436, 0.031087571755051613, 0.17008353769779205]"
anger,I was once this week angry when soemone trying to compress my mind due to his nonsense speech which himself could not tolerate at all. ,anger,"[0.8181977689266204, 0.2841557912528515, 0.002215595683082938, 0.41242056619375944, 0.08907055801246315, 0.005950040082097985, 0.10388320502825081]"
sadness,"This condition accumulated in my mind when funeral news was brought to my awareness, that a close relative had passed away. ",sadness,"[0.4696352303028107, 0.4609391510486603, 0.6280201613903046, 0.5847361743450165, 0.1854550676420331, 0.8693899512290955, 0.5153810679912567]"
disgust,A condition in which I was disgusted followed when I lost money on my way home from the college. ,disgust,"[0.7862524807453155, 0.9709721207618713, 0.0331389828119427, 0.5446189202368259, 0.005266999697778374, 0.25438174000009894, 0.8316166639328003]"
shame,I was very ashamed when I was neglected by a certain friend whom I was thinking loved me very much. ,shame,"[0.12872675154358149, 0.7655900955200196, 0.13551250640302898, 0.8879221320152283, 0.12731918529607356, 0.5345120243728161, 0.9882082939147949]"
guilt,"I once felt guilty when a certain passenger in the same (ship, plane ? ) which I boarded when coming from home lost his t which in fact fell into my pocket unknowingly. ",guilt,"[0.0027351117692887782, 0.20773429777473212, 0.0143546590115875, 0.9386345744132996, 0.03649819230777211, 0.4322699380572885, 0.5604815900325775]"
joy,It was when I was selected to go to a Secondary school to start form I. ,joy,"[0.3025650650262833, 0.1832471176981926, 0.6341189265251159, 0.40864628553390503, 0.8587184309959411, 0.41392458975315094, 0.18041726425290108]"
fear,It was when I stepped on a python (snake) unknowingly while it was sleeping near a baobab tree. ,fear,"[0.8039318561553955, 0.823598837852478, 0.8926241755485534, 0.8866997480392456, 0.06892079338431359, 0.8035786747932434, 0.8017869591712952]"
anger,It was when my friend had stolen my money (K) and had disappeared. ,sadness,"[0.8588312983512878, 0.8314719200134277, 0.7993154406547547, 0.8819208860397338, 0.019154281262308358, 0.8826178759336472, 0.8458568453788757]"
