labels,text,emotion,prob_emotion
shame,When I had been angry at my friend without any reason. ,anger,"[0.9228837490081787, 0.7385159730911255, 0.1493121087551117, 0.8903480172157288, 0.0014505820581689477, 0.014659631997346878, 0.0043436153791844845]"
guilt,When I forced a close friend of mine to ask a girl things about herself. ,guilt,"[0.8370414972305298, 0.6226344108581543, 0.6114515662193298, 0.9605116248130798, 0.09272461384534836, 0.5474428534507751, 0.3657524585723877]"
joy,"It was about a fortnight ago, I was declared successful in the U. G. C exam this year (only four in Bombay succeeded). My joy knew no bounds. ",joy,"[0.0005211594398133457, 0.0003504058695398271, 0.027815761044621468, 0.30013981461524963, 0.9947005808353424, 0.0005928074242547154, 0.0004123658291064203]"
fear,"When I was a kid, I always opened the door to greet my father when he came back from work. One day it so happened that his hair was scattered due to over-crowding in the train, and when I opened the door as usual I saw something else. I was so scared that I could not talk. ",fear,"[0.00258026085793972, 0.6020422577857971, 0.9949517250061035, 0.8338780403137207, 0.001133673416916281, 0.17599189281463623, 0.0017839691136032343]"
anger,"This also happened when I was very small. I was beaten up by my mother for no fault of mine, I had just beaten up my younger brother for what I thought was his fault. I was very angry with my mother. ",anger,"[0.9831164479255676, 0.9783844947814941, 0.7369217276573181, 0.8962798118591309, 0.003037711838260293, 0.940276563167572, 0.043477218598127365]"
sadness,"After studying a lot for my H. S. C exams, I could not make it to the medical stream and I felt sad about this. ",sadness,"[0.003746080445125699, 0.02248975820839405, 0.05173724144697189, 0.5860909819602966, 0.001724653469864279, 0.9957874417304993, 0.011893103830516338]"
joy,"When I got admission in M. Sc (I) Organic Chemistry, I was very happy. ",joy,"[0.001763371517881751, 0.0009652067092247307, 0.051598068326711655, 0.6238791346549988, 0.9973510205745697, 0.0020984713919460773, 0.0012455300893634558]"
fear,When I came to know that my exams were on two successive days and that there was very little time (about - hours) to study in between. ,sadness,"[0.9249587059020996, 0.9353217482566833, 0.9163950681686401, 0.7324981689453125, 0.013797920662909746, 0.953926146030426, 0.7855405211448669]"
anger,"I was very angry when my friend lost my practical's journal, which I needed to study for the exams. ",guilt,"[0.9673382043838501, 0.6828078627586365, 0.010782125405967236, 0.9745775461196899, 0.0008109081536531448, 0.020698314532637596, 0.0042840419337153435]"
sadness,"I was very sad when I did not get admission in the English college, as I had % less marks than they wanted. ",sadness,"[0.0043887491337955, 0.0220886692404747, 0.174363374710083, 0.7743653655052185, 0.0013559422513935715, 0.996411144733429, 0.09493386745452881]"
disgust,I was disgusted when our cricket team manager dropped me from the team. ,disgust,"[0.9518754482269287, 0.9961025714874268, 0.3751601576805115, 0.8390329480171204, 0.0006596328457817435, 0.9955382943153381, 0.828772246837616]"
shame,I was ashamed at myself when I saw that the other boys and girls of my age earn a lot of money by doing very good and hard work. ,shame,"[0.030860774219036102, 0.991523265838623, 0.3910271227359772, 0.9478387236595154, 0.0004900835774606094, 0.9368327856063843, 0.9979056119918823]"
guilt,"I felt very guilty when a student, sitting in front of me in the exam, asked me a few questions and I did not show him the answers, though I knew them. ",guilt,"[0.0023878419306129217, 0.8746562004089355, 0.029552387073636055, 0.988350510597229, 0.0007360997842624784, 0.48580870032310486, 0.1940808892250061]"
joy,When I passed the TOEFEL with very good marks. ,joy,"[0.1826164871454239, 0.01768602803349495, 0.09450410306453705, 0.4888407588005066, 0.9488755166530609, 0.023457419127225876, 0.06754840165376663]"
fear,When I was going to take the practical exams. ,fear,"[0.7866291999816895, 0.6216230392456055, 0.8116066455841064, 0.7320699095726013, 0.48098376393318176, 0.5139071345329285, 0.6522055864334106]"
anger,When I was teased by my friend for not scoring good marks in the exams. ,anger,"[0.9672661423683167, 0.9340205788612366, 0.3019139766693115, 0.9141183495521545, 0.015864207409322262, 0.9403921365737915, 0.9594346880912781]"
sadness,When I was ditched by my girlfriend. ,sadness,"[0.9534255862236023, 0.9683277606964111, 0.8753928542137146, 0.9078841209411621, 0.007412327220663428, 0.9860386252403259, 0.8901607394218445]"
disgust,When I lost the notes of the lecturer I had borrowed from my friend. ,guilt,"[0.9420861005783081, 0.9576960206031799, 0.9218201637268066, 0.9689990282058716, 0.02232862263917923, 0.958835780620575, 0.9301196932792664]"
shame,"When I was teasing a girl, who turned out to be my brother's dame. ",guilt,"[0.9581581950187683, 0.669768750667572, 0.4779577851295471, 0.9589376449584961, 0.11219177767634392, 0.8699343204498291, 0.920740008354187]"
guilt,When I was bluffing in front of my mother to get more money. ,guilt,"[0.8604651689529419, 0.7613298892974854, 0.7591609954833984, 0.962444543838501, 0.11174238845705986, 0.45610421895980835, 0.8781940340995789]"
joy,The moment I got the news that I had been selected for the U. G. C junior national research fellowship. It was a dream come true. ,joy,"[0.0006766872247681022, 0.00036179591552354395, 0.004102601204067469, 0.44002678990364075, 0.9943746626377106, 0.0004139412776567042, 0.0003330649924464524]"
fear,"My brother lost his temper and started smashing things in the house. I was quite scared, that something terrible might happen, till the situation was brought under control. ",fear,"[0.9701274633407593, 0.3182031512260437, 0.9948065876960754, 0.8428269028663635, 0.0015074319089762866, 0.4922338128089905, 0.006540901027619839]"
anger,"I wanted to go to Bhopal for relief work (gas tragedy). My boss simply refused to let me go, I was so angry that the only thought that came to my mind was to quit the job. ",anger,"[0.9862040281295776, 0.8416385650634766, 0.3587305247783661, 0.8646827936172485, 0.0009225497778970748, 0.8232311010360718, 0.004858085419982672]"
sadness,"A friend of mine was hospitalized after having been diagnosed as having typhoid, he had to forgo his exams and also his ambition of doing a dissertation at the M. A level. It was a very sad event for me and I felt very sorry for him so I volunteered to stay with him in the hospital. ",sadness,"[0.0030772036407142878, 0.012967457063496113, 0.6872812509536743, 0.8419709801673889, 0.0010264097654726356, 0.9887340068817139, 0.008640361949801445]"
disgust,There was a family fight in my house some time back. My uncle had given me a watch as a present and I lost it. During the fight he accused me of having sold the watch. I was disgusted at his false accusations. ,disgust,"[0.9811970591545105, 0.99348384141922, 0.6993169784545898, 0.8602763414382935, 0.0017424221150577068, 0.9808670878410339, 0.8521032333374023]"
shame,"I had written a ""love-letter"" to a class-mate of mine, this was meant to be a joke. Unfortunately it fell in the wrong hands and I had to face the consequences. ",shame,"[0.688952624797821, 0.05926475301384926, 0.17370831966400146, 0.8929333686828613, 0.040741441771388054, 0.010094846598803997, 0.9224966764450073]"
guilt,"My friend had written a letter to me, the contents of which I misunderstood and I wrote back a very harsh letter to her. On realizing the blunder I had made, I felt like hiding my face in the sand. ",sadness,"[0.8908506631851196, 0.9898909330368042, 0.9624464511871338, 0.9615588784217834, 0.0012252861633896828, 0.991094172000885, 0.983932375907898]"
joy,"I have a girlfriend, who is almost like a daughter to me. She is studying out of station and I get to see her only once a year. Her arrival is always a joyous one. ",joy,"[0.0022469619289040565, 0.0011190733639523387, 0.0291756521910429, 0.7572777271270752, 0.9937504231929779, 0.0025752957444638014, 0.0033146038185805082]"
fear,"While I was pushing a court roller out of a ditch, I slipped and fell down and the roller rolled back towards me -down slope-It is a miracle that I still have my legs intact. ",fear,"[0.89683997631073, 0.9379964470863342, 0.9728267192840576, 0.9061892032623291, 0.016906476113945246, 0.8848494291305542, 0.8070808053016663]"
anger,"I was the compere at a party and all my efforts to get the show rolling were thwarted by the immobile, non co-operative guests. I felt frustation - bordering on anger. ",anger,"[0.9910973310470581, 0.8677539825439453, 0.22374007105827332, 0.8962861895561218, 0.001003588258754462, 0.9798763990402222, 0.007800140883773565]"
disgust,"A railways officer, when asked by the ticket checker to produce his tickets, got very aggressive and started abusing and using his authority in a very wrong way. ",anger,"[0.9567203521728516, 0.9357598423957825, 0.7232818007469177, 0.9199050068855286, 0.03001556545495987, 0.5986527800559998, 0.4373024106025696]"
shame,"[ I am quite shameless, not applicable. ] ",guilt,"[0.3150748014450073, 0.10995614528656006, 0.04639206454157829, 0.8220053911209106, 0.1853897050023079, 0.19057583808898926, 0.42810696363449097]"
joy,When I was successful at my work I was full of joy. ,joy,"[0.0012677960330620408, 0.0006980613106861711, 0.03378402814269066, 0.40807148814201355, 0.9907953143119812, 0.0018106591887772083, 0.000880497507750988]"
fear,When I was treated improperly by someone. ,disgust,"[0.9514546990394592, 0.9792851805686951, 0.6979508996009827, 0.8991250395774841, 0.0024453499354422092, 0.9735447764396667, 0.8212740421295166]"
anger,"[ When bad and disgusting language is uttered by people, or when someone tries to show what is beyond his own capacities. ] ",disgust,"[0.9523215293884277, 0.9820172190666199, 0.8612176775932312, 0.8769703507423401, 0.005599036114290357, 0.9193785190582275, 0.7934398651123047]"
sadness,"[ I missed my twin when I was on the verge of being thrown, which I disliked. ] ",sadness,"[0.9735629558563232, 0.9871329069137573, 0.7982665300369263, 0.7464269995689392, 0.003061073017306626, 0.9897363185882568, 0.3792501389980316]"
disgust,"When Kanishka was blown up, I really felt disgusted at people killing each other. ",disgust,"[0.7541003227233887, 0.9927831888198853, 0.23918834328651428, 0.8197466135025024, 0.0007954096072353423, 0.9883670210838318, 0.7498964071273804]"
joy,When I received the best actor award at the inter-college drama competition. It gave me tremendous joy and satisfaction which lasted for several days. ,joy,"[0.0011243402259424329, 0.00045664445497095585, 0.04436802491545677, 0.28977885842323303, 0.9932210445404053, 0.0010562038514763117, 0.0005570978973992169]"
fear,When my mother met with a serious accident and there was danger that she would not survive and if she did she would loose her memory. ,fear,"[0.6765474677085876, 0.893120527267456, 0.9847415089607239, 0.6563847064971924, 0.0029224680038169026, 0.9460691809654236, 0.03610403835773468]"
anger,"When an acquaintance of mine beat up another person for no just reason, and thus showed off his power. ",disgust,"[0.9392850399017334, 0.9601932168006897, 0.8248051404953003, 0.9195052981376648, 0.04240870662033558, 0.9216355681419373, 0.6742921471595764]"
sadness,When a friend of mine died in a hiking accident. I was not present there and only got the news later. ,sadness,"[0.4436693489551544, 0.8374703526496887, 0.8412795066833496, 0.7599001526832581, 0.001065753458533436, 0.9662943482398987, 0.19945070147514343]"
joy,I felt this emotion when my name was announced on the radio that I had been selected to come to Lilongwe School for Health Sciences to take a training course as a Medical Assistat. ,joy,"[0.15458396077156067, 0.12023410946130753, 0.19711953401565552, 0.30815279483795166, 0.5505394637584686, 0.18531127274036407, 0.1478787213563919]"
fear,I felt the above condition when I took my brother's bicycle to a market and unfortunately the bicycle was stolen and I didn't know how I could tell the owner about the stolen bicycle. ,sadness,"[0.720985472202301, 0.7780161499977112, 0.8598509430885315, 0.880966305732727, 0.0021213885047473013, 0.927561342716217, 0.687556803226471]"
anger,I felt angry when my only pair of trousers was stolen and could not be able to find out who the thief was or anyone who knew about the story. ,anger,"[0.9888128638267517, 0.9233939051628113, 0.010172336362302303, 0.9624126553535461, 0.0009362742130178958, 0.046083491295576096, 0.009894363582134247]"
